GEOID,ID,tot_roofs,BG_RT_pct
250235061041,2637,891,1
250235061042,2637,959,0.7647527910685805
250235061042,2639,295,0.23524720893141945
250235062021,2642,574,0.5256410256410257
250235062021,2643,518,0.47435897435897434
250235062031,2641,804,1
250235062032,2643,254,0.4205298013245033
250235062032,2645,350,0.5794701986754967
250235062033,2643,57,0.051583710407239816
250235062033,2645,1048,0.9484162895927601
250235062051,2640,641,0.993798449612403
250235062051,2641,4,0.006201550387596899
250235062052,2640,670,1
250235062061,2644,378,1
250235062062,2640,143,0.1657010428736964
250235062062,2644,720,0.8342989571263036
250235062063,2644,820,1
250235071011,2661,276,0.2881002087682672
250235071011,2662,682,0.7118997912317327
250235071012,2661,511,1
250235071013,2660,566,0.6844014510278114
250235071013,2661,80,0.09673518742442563
250235071013,2662,181,0.218863361547763
250235071031,2664,114,0.19387755102040816
250235071031,2665,393,0.6683673469387755
250235071031,2667,81,0.1377551020408163
250235071032,2664,173,0.36041666666666666
250235071032,2665,307,0.6395833333333333
250235071033,2665,124,0.18075801749271136
250235071033,2666,195,0.28425655976676384
250235071033,2667,367,0.5349854227405247
250235071034,2665,153,0.2157968970380818
250235071034,2667,556,0.7842031029619182
250235071041,2660,285,0.27968596663395484
250235071041,2663,734,0.7203140333660452
250235071042,2665,13,0.017759562841530054
250235071042,2666,640,0.8743169398907104
250235071042,2667,79,0.10792349726775956
250235071043,2664,450,1
250235071044,2663,392,1
250235081011,2652,323,0.3617021276595745
250235081011,2653,478,0.5352743561030235
250235081011,2654,92,0.10302351623740201
250235081012,2652,278,0.5582329317269076
250235081012,2656,50,0.10040160642570281
250235081012,2657,170,0.3413654618473896
250235081013,2657,190,0.4896907216494845
250235081013,2659,198,0.5103092783505154
250235081014,2656,503,0.49073170731707316
250235081014,2657,86,0.08390243902439025
250235081014,2658,376,0.3668292682926829
250235081014,2659,60,0.05853658536585366
250235081015,2658,230,0.8679245283018868
250235081015,2659,35,0.1320754716981132
250235081021,2653,859,0.9761363636363637
250235081021,2654,15,0.017045454545454544
250235081021,2655,6,0.006818181818181818
250235081022,2654,1010,0.9990108803165183
250235081022,2655,1,9.891196834817012e-4
250235081023,2654,639,1
250235082001,2653,23,0.03560371517027864
250235082001,2654,158,0.24458204334365324
250235082001,2655,465,0.7198142414860681
250235082002,2653,247,0.1955661124307205
250235082002,2655,228,0.18052256532066507
250235082002,2656,788,0.6239113222486145
250235082003,2655,905,0.9988962472406181
250235082003,2661,1,0.0011037527593818985
250235091011,2683,393,0.41324921135646686
250235091011,2684,558,0.5867507886435331
250235091012,2682,90,0.16917293233082706
250235091012,2683,442,0.8308270676691729
250235091013,2675,453,0.7089201877934272
250235091013,2677,186,0.29107981220657275
250235091014,2676,50,0.040983606557377046
250235091014,2677,185,0.15163934426229508
250235091014,2680,176,0.14426229508196722
250235091014,2684,809,0.6631147540983606
250235091021,2679,451,0.4891540130151844
250235091021,2681,195,0.21149674620390455
250235091021,2682,276,0.2993492407809111
250235091022,2680,51,0.0865874363327674
250235091022,2681,302,0.5127334465195246
250235091022,2682,236,0.400679117147708
250235091023,2679,75,0.17899761336515513
250235091023,2680,344,0.8210023866348448
250235091024,2675,692,0.6724975704567542
250235091024,2678,330,0.3206997084548105
250235091024,2679,7,0.006802721088435374
250235091025,2675,101,0.23598130841121495
250235091025,2677,240,0.5607476635514018
250235091025,2678,87,0.20327102803738317
250235101001,1770,665,1
250235101002,1770,556,1
250235101003,1769,355,1
250235101004,1769,543,0.9378238341968912
250235101004,1770,36,0.06217616580310881
250235102001,1772,740,1
250235102002,1772,532,1
250235102003,1771,169,0.7788018433179723
250235102003,1773,48,0.22119815668202766
250235102004,1771,895,1
250235103001,1742,7,0.024734982332155476
250235103001,1743,276,0.9752650176678446
250235103002,1743,550,0.9963768115942029
250235103002,1771,2,0.0036231884057971015
250235104001,1744,205,1
250235104002,1744,131,0.9097222222222222
250235104002,1745,13,0.09027777777777778
250235104003,1744,52,0.21052631578947367
250235104003,1745,195,0.7894736842105263
250235104004,1744,237,1
250235105011,1732,337,1
250235105012,1733,234,1
250235105013,1732,336,0.5733788395904437
250235105013,1733,250,0.42662116040955633
250235105031,1735,88,1
250235105032,1740,171,1
250235105033,1736,619,0.958204334365325
250235105033,1737,27,0.04179566563467492
250235105041,1742,274,1
250235105042,1742,370,1
250235105051,1738,49,0.17253521126760563
250235105051,1739,46,0.1619718309859155
250235105051,1741,189,0.6654929577464789
250235105052,1734,198,1
250235106001,1752,254,0.5866050808314087
250235106001,1756,179,0.4133949191685912
250235106002,1752,500,1
250235106003,1753,525,1
250235107001,1747,90,0.20270270270270271
250235107001,1748,201,0.4527027027027027
250235107001,1750,153,0.34459459459459457
250235107002,1750,382,1
250235107003,1741,25,0.08278145695364239
250235107003,1750,277,0.9172185430463576
250235107004,1759,273,0.4634974533106961
250235107004,1761,316,0.5365025466893039
250235107005,1749,98,0.14497041420118342
250235107005,1751,578,0.8550295857988166
250235108001,1747,180,1
250235108002,1748,230,1
250235108003,1748,69,0.6106194690265486
250235108003,1749,44,0.3893805309734513
250235108004,1748,251,1
250235108005,1747,220,1
250235108006,1749,305,1
250235109001,1746,47,0.25133689839572193
250235109001,1763,140,0.7486631016042781
250235109002,1745,130,0.7647058823529411
250235109002,1746,40,0.23529411764705882
250235110001,1773,242,0.5318681318681319
250235110001,1775,10,0.02197802197802198
250235110001,1776,203,0.4461538461538462
250235110002,1775,35,0.11824324324324324
250235110002,1776,239,0.8074324324324325
250235110002,1777,22,0.07432432432432433
250235111001,1774,523,0.5142576204523107
250235111001,1779,494,0.4857423795476893
250235111002,1774,647,0.9803030303030303
250235111002,1776,13,0.019696969696969695
250235111003,1774,52,0.09059233449477352
250235111003,1776,452,0.7874564459930313
250235111003,1778,70,0.12195121951219512
250235112001,1777,69,0.0744336569579288
250235112001,1778,254,0.2740021574973031
250235112001,1779,522,0.5631067961165048
250235112001,1780,82,0.08845738942826321
250235112002,1777,422,1
250235112003,1777,393,1
250235113011,1781,64,0.07239819004524888
250235113011,1782,820,0.9276018099547512
250235113012,1782,354,0.9943820224719101
250235113012,1783,2,0.0056179775280898875
250235113013,1775,26,0.04529616724738676
250235113013,1781,422,0.735191637630662
250235113013,1782,126,0.21951219512195122
250235113021,1783,306,1
250235113022,1783,156,1
250235113023,1783,895,1
250235114001,1763,162,1
250235114002,1761,301,1
250235114003,1749,64,0.24521072796934865
250235114003,1761,197,0.7547892720306514
250235114004,1761,234,1
250235115001,1764,206,1
250235115002,1764,176,1
250235115003,1762,418,1
250235115004,1762,324,1
250235116011,1764,240,0.8163265306122449
250235116011,1765,54,0.1836734693877551
250235116012,1765,168,1
250235116013,1762,228,0.3787375415282392
250235116013,1765,48,0.07973421926910298
250235116013,1766,326,0.5415282392026578
250235116021,1766,489,0.7159590043923866
250235116021,1767,133,0.19472913616398244
250235116021,1768,61,0.08931185944363104
250235116022,1765,143,0.6163793103448276
250235116022,1767,79,0.34051724137931033
250235116022,1768,10,0.04310344827586207
250235116023,1766,456,1
250235117011,1760,381,1
250235117012,1759,165,0.21235521235521235
250235117012,1760,612,0.7876447876447876
250235117013,1760,199,0.5025252525252525
250235117013,1762,197,0.49747474747474746
250235117014,1760,761,1
250235117021,1754,502,0.43690165361183636
250235117021,1755,100,0.08703220191470844
250235117021,1756,342,0.29765013054830286
250235117021,1757,149,0.12967798085291557
250235117021,1758,56,0.04873803307223673
250235201001,1875,305,0.3489702517162471
250235201001,1879,11,0.012585812356979404
250235201001,1881,558,0.6384439359267735
250235201002,1879,254,0.5934579439252337
250235201002,1880,174,0.40654205607476634
250235201003,1878,9,0.011553273427471117
250235201003,1879,469,0.6020539152759948
250235201003,1880,301,0.386392811296534
250235201004,1877,62,0.09037900874635568
250235201004,1878,606,0.8833819241982507
250235201004,1879,18,0.026239067055393587
250235202011,1882,361,1
250235202012,1874,184,0.3484848484848485
250235202012,1875,108,0.20454545454545456
250235202012,1882,236,0.44696969696969696
250235202013,1873,412,0.5261813537675607
250235202013,1874,371,0.47381864623243936
250235202021,1873,396,1
250235202022,1873,98,0.13406292749658003
250235202022,1877,598,0.8180574555403557
250235202022,1879,35,0.047879616963064295
250235202023,1876,336,0.44562334217506633
250235202023,1877,377,0.5
250235202023,1879,41,0.054376657824933686
250235211011,1784,724,0.86810551558753
250235211011,1787,110,0.13189448441247004
250235211012,1784,248,0.4940239043824701
250235211012,1785,254,0.5059760956175299
250235211013,1784,22,0.03363914373088685
250235211013,1785,181,0.27675840978593275
250235211013,1786,381,0.5825688073394495
250235211013,1787,70,0.10703363914373089
250235211021,1787,569,1
250235211022,1786,548,0.6954314720812182
250235211022,1787,240,0.30456852791878175
250235212011,1788,76,0.20540540540540542
250235212011,1789,294,0.7945945945945946
250235212012,1788,512,0.687248322147651
250235212012,1789,157,0.21073825503355706
250235212012,1790,76,0.10201342281879194
250235212021,1789,299,0.6416309012875536
250235212021,1791,167,0.3583690987124464
250235212022,1790,377,1
250235212023,1790,599,0.6318565400843882
250235212023,1791,349,0.3681434599156118
250235221011,2649,888,0.9631236442516269
250235221011,2650,34,0.0368763557483731
250235221012,2651,392,1
250235221013,2650,83,0.08583247156153051
250235221013,2651,884,0.9141675284384695
250235221021,2647,110,0.09083402146985962
250235221021,2648,676,0.5582163501238646
250235221021,2649,239,0.19735755573905864
250235221021,2650,186,0.15359207266721717
250235221022,2646,202,0.36200716845878134
250235221022,2647,356,0.6379928315412187
250235221023,2646,809,0.7090271691498685
250235221023,2647,111,0.09728308501314636
250235221023,2651,221,0.1936897458369851
250235231001,2537,346,0.33205374280230326
250235231001,2543,326,0.31285988483685223
250235231001,2544,370,0.3550863723608445
250235231002,2542,273,0.5896328293736501
250235231002,2543,49,0.10583153347732181
250235231002,2544,141,0.3045356371490281
250235232011,2537,270,0.46551724137931033
250235232011,2538,239,0.41206896551724137
250235232011,2539,71,0.12241379310344827
250235232012,2537,545,0.6503579952267303
250235232012,2538,293,0.3496420047732697
250235232031,2540,600,0.6451612903225806
250235232031,2541,330,0.3548387096774194
250235232032,2541,257,0.22703180212014135
250235232032,2542,875,0.7729681978798587
250235232041,2539,818,0.8245967741935484
250235232041,2542,174,0.17540322580645162
250235232042,2538,407,0.49694749694749696
250235232042,2539,145,0.17704517704517705
250235232042,2540,267,0.326007326007326
250235241011,2532,158,0.3665893271461717
250235241011,2535,169,0.39211136890951276
250235241011,2536,104,0.24129930394431554
250235241012,2530,276,0.19436619718309858
250235241012,2531,141,0.09929577464788733
250235241012,2532,698,0.4915492957746479
250235241012,2533,305,0.2147887323943662
250235241021,2533,134,0.14692982456140352
250235241021,2534,778,0.8530701754385965
250235241022,2534,223,0.2797992471769134
250235241022,2535,4,0.005018820577164366
250235241022,2536,570,0.7151819322459222
250235241023,2532,267,0.39732142857142855
250235241023,2533,182,0.2708333333333333
250235241023,2534,40,0.05952380952380952
250235241023,2535,157,0.23363095238095238
250235241023,2536,26,0.03869047619047619
250235251011,2557,109,0.11260330578512397
250235251011,2558,60,0.06198347107438017
250235251011,2561,698,0.7210743801652892
250235251011,2562,60,0.06198347107438017
250235251011,2568,41,0.042355371900826444
250235251012,2557,271,0.23503902862098872
250235251012,2558,882,0.7649609713790113
250235251013,2562,319,0.44244105409153955
250235251013,2563,261,0.361997226074896
250235251013,2564,67,0.09292649098474341
250235251013,2565,18,0.024965325936199722
250235251013,2566,44,0.06102635228848821
250235251013,2568,12,0.016643550624133148
250235251041,2559,969,0.9416909620991254
250235251041,2567,60,0.05830903790087463
250235251042,2566,267,0.5235294117647059
250235251042,2572,243,0.4764705882352941
250235251043,2560,861,0.9228295819935691
250235251043,2566,72,0.07717041800643087
250235251044,2563,70,0.1643192488262911
250235251044,2565,253,0.5938967136150235
250235251044,2566,103,0.24178403755868544
250235252041,2569,332,0.3742953776775648
250235252041,2571,555,0.6257046223224352
250235252042,2571,399,0.43991179713340683
250235252042,2572,508,0.5600882028665931
250235261001,2668,633,0.736046511627907
250235261001,2671,227,0.26395348837209304
250235261002,2671,320,0.7079646017699115
250235261002,2672,132,0.2920353982300885
250235261003,2672,848,1
250235261004,2670,270,0.3057757644394111
250235261004,2671,81,0.09173272933182333
250235261004,2672,532,0.6024915062287656
250235261005,2668,38,0.037073170731707315
250235261005,2669,946,0.9229268292682927
250235261005,2670,41,0.04
250235301001,2706,146,0.1721698113207547
250235301001,2707,702,0.8278301886792453
250235301002,2705,319,0.3368532206969377
250235301002,2706,446,0.470960929250264
250235301002,2709,182,0.1921858500527983
250235302001,2696,302,0.42296918767507
250235302001,2697,412,0.5770308123249299
250235302002,2694,355,0.46465968586387435
250235302002,2695,409,0.5353403141361257
250235303001,2698,1,0.003076923076923077
250235303001,2699,152,0.4676923076923077
250235303001,2700,172,0.5292307692307693
250235303002,2696,267,0.49906542056074765
250235303002,2698,268,0.5009345794392523
250235303003,2699,361,1
250235303004,2697,485,1
250235304001,2707,244,0.22761194029850745
250235304001,2708,828,0.7723880597014925
250235304002,2708,573,0.9982578397212544
250235304002,2709,1,0.0017421602787456446
250235304003,2708,390,0.42207792207792205
250235304003,2709,343,0.3712121212121212
250235304003,2710,191,0.2067099567099567
250235304004,2709,388,0.6360655737704918
250235304004,2710,176,0.28852459016393445
250235304004,2711,46,0.07540983606557378
250235305001,2701,291,0.6409691629955947
250235305001,2702,163,0.3590308370044053
250235305002,2702,233,1
250235305003,2702,190,1
250235305004,2701,171,0.4476439790575916
250235305004,2703,211,0.5523560209424084
250235305005,2703,217,0.1915269196822595
250235305005,2704,913,0.8058252427184466
250235305005,2719,3,0.00264783759929391
250235306001,2710,104,0.21621621621621623
250235306001,2711,6,0.012474012474012475
250235306001,2712,371,0.7713097713097713
250235306002,2712,613,0.7940414507772021
250235306002,2713,159,0.20595854922279794
250235306003,2712,189,0.18824701195219123
250235306003,2713,382,0.3804780876494024
250235306003,2714,298,0.2968127490039841
250235306003,2715,135,0.1344621513944223
250235306004,2710,763,1
250235306005,2711,291,0.5938775510204082
250235306005,2713,199,0.4061224489795918
250235307001,2719,1258,1
250235307002,2718,79,0.1202435312024353
250235307002,2724,578,0.8797564687975646
250235307003,2718,1306,0.9819548872180451
250235307003,2719,24,0.01804511278195489
250235308011,2723,587,0.34327485380116957
250235308011,2724,204,0.11929824561403508
250235308011,2725,919,0.5374269005847954
250235308012,2722,529,0.4013657056145675
250235308012,2723,778,0.590288315629742
250235308012,2725,11,0.00834597875569044
250235308021,2720,568,1
250235308022,2725,443,0.9888392857142857
250235308022,2726,5,0.011160714285714286
250235308023,2721,600,0.8415147265077139
250235308023,2725,113,0.1584852734922861
250235308024,2720,432,0.4385786802030457
250235308024,2721,553,0.5614213197969543
250235308025,2720,717,1
250235309021,2714,933,0.820580474934037
250235309021,2726,204,0.17941952506596306
250235309022,2726,326,0.30129390018484287
250235309022,2727,756,0.6987060998151571
250235309031,2715,660,1
250235309032,2715,1420,1
250235309033,2716,927,0.9616182572614108
250235309033,2727,37,0.038381742738589214
250235309041,2715,285,0.21923076923076923
250235309041,2716,248,0.19076923076923077
250235309041,2717,767,0.59
250235309042,2716,680,0.9927007299270073
250235309042,2727,5,0.0072992700729927005
250235401011,4383,791,1
250235401012,4383,2,0.002044989775051125
250235401012,4384,976,0.9979550102249489
250235401013,4385,678,1
250235401021,4386,1913,1
250235401031,4387,1342,1
250235401032,4388,925,1
250235411001,4389,1241,1
250235411002,4390,1551,1
250235411003,4391,898,1
250235421011,4392,1075,1
250235421012,4393,1469,1
250235421013,4394,1247,1
250235421014,4395,634,1
250235421021,4396,1411,1
250235422001,4397,1432,1
250235422002,4392,3,0.0017381228273464658
250235422002,4398,1723,0.9982618771726536
250235422003,4399,984,1
250235423011,4400,567,1
250235423012,4401,445,1
250235423013,4405,266,1
250235423021,4402,316,1
250235423022,4403,676,1
250235423023,4404,578,1
250235431001,2673,474,0.25374732334047106
250235431001,2674,1394,0.7462526766595289
250235441001,4406,628,1
250235441002,4407,897,1
250235441003,4408,819,1
250235441004,4409,599,1
250235442001,4410,1220,1
250235442002,4411,939,1
250235442003,4412,847,1
250235442004,4413,949,1
250235451001,4414,1148,1
250235451002,4415,551,1
250235451003,4416,1500,1
250235451004,4417,1133,1
250235452001,4418,457,1
250235452002,4419,1006,0.9970267591674926
250235452002,4421,3,0.002973240832507433
250235452003,4420,1118,1
250235452004,4421,1352,1
250235453001,4422,1304,1
250235453002,4425,888,1
250235453003,4423,886,1
250235453004,4424,763,1
250235454001,4428,750,1
250235454002,4429,1034,1
250235454003,4426,465,1
250235454004,4427,569,1
250235454005,4427,4,0.0030075187969924814
250235454005,4429,1,7.518796992481203e-4
250235454005,4430,1325,0.9962406015037594
250235601001,4432,3,0.0027829313543599257
250235601001,4433,966,0.8961038961038961
250235601001,4434,109,0.10111317254174397
250235601002,4434,308,1
250235601003,4435,752,1
250235601004,4435,2,0.0019029495718363464
250235601004,4436,1049,0.9980970504281637
250235601005,4431,905,0.9988962472406181
250235601005,4432,1,0.0011037527593818985
250235601006,4431,8,0.011747430249632892
250235601006,4432,673,0.9882525697503671
250235611001,4437,1191,0.9974874371859297
250235611001,4438,3,0.002512562814070352
250235611002,4438,801,1
250235611003,4439,692,1
250235611004,4440,584,1
250235611005,4441,426,1
250235614001,2568,325,0.22169167803547066
250235614001,2569,974,0.6643929058663028
250235614001,2571,167,0.11391541609822646
250235614002,2568,242,0.5148936170212766
250235614002,2570,203,0.4319148936170213
250235614002,2571,25,0.05319148936170213
250235614003,2568,446,0.971677559912854
250235614003,2570,13,0.02832244008714597
250239802001,2567,101,0.9711538461538461
250239802001,2572,3,0.028846153846153848
250239803001,2565,18,0.28125
250239803001,2570,46,0.71875
