GEOID,ID,TRACT_LA_pct
25001010100,4788,0.8886421710746835
25001010100,4789,8.165109099711235e-16
25001010100,4790,0.05280653898067248
25001010100,4791,0.025557683886683
25001010100,4792,0.01363166969985491
25001010100,4794,0.01936193635810526
25001010206,4601,0.3717214599604171
25001010206,4602,3.1963497212536726e-5
25001010206,4603,0.31738073826074925
25001010206,4604,0.31086571279137604
25001010206,4795,1.2549024500105136e-7
25001010208,4603,3.475608820143716e-7
25001010208,4604,2.8354073676276708e-14
25001010208,4788,3.079885686234578e-5
25001010208,4789,0.25500033093340546
25001010208,4793,0.23076868194050745
25001010208,4795,0.5141998407083145
25001010304,4729,3.508718516566309e-4
25001010304,4730,0.21357923791375943
25001010304,4731,0.3695046918334871
25001010304,4747,9.435130244705591e-15
25001010304,4748,1.3258630292169876e-5
25001010304,4750,4.1722103201646064e-8
25001010304,4787,0.416551898048692
25001010306,4601,0.00131238965043035
25001010306,4602,0.4506465483891427
25001010306,4730,1.6076913295436382e-5
25001010306,4748,0.3464397306223254
25001010306,4749,0.2015805726341348
25001010306,4787,4.681790671215791e-6
25001010400,4719,4.831085124170782e-4
25001010400,4720,5.825281775678069e-5
25001010400,4721,0.3575929645076696
25001010400,4729,0.2533832361600496
25001010400,4731,2.5466720139389514e-4
25001010400,4735,0.2795972454655471
25001010400,4736,6.387330868536387e-5
25001010400,4746,0.10853632760358056
25001010400,4747,3.032442290005475e-5
25001010500,4721,1.9924052048501047e-14
25001010500,4729,1.0100633247844208e-5
25001010500,4731,2.1291229094152425e-5
25001010500,4735,6.120212808418787e-5
25001010500,4736,0.2230193719644592
25001010500,4738,4.72584789469348e-6
25001010500,4746,3.0445589745061417e-5
25001010500,4747,0.22702937830113337
25001010500,4750,0.5498234843063202
25001010500,4787,1.2988117184893278e-15
25001010600,4737,0.21641058827524032
25001010600,4738,0.4955445991693449
25001010600,4739,0.13437240619104265
25001010600,4740,1.0232799787813913e-6
25001010600,4741,1.7313951021979112e-5
25001010600,4744,1.7891740116078578e-4
25001010600,4750,2.0196336008350447e-5
25001010600,4762,0.1534549553962022
25001010700,4728,4.420883536401448e-17
25001010700,4737,3.5411641400305545e-5
25001010700,4738,0
25001010700,4739,9.99797363924531e-6
25001010700,4740,0.16513983745447053
25001010700,4741,0.5987435319150851
25001010700,4742,0.14438370589118146
25001010700,4743,0.09168599254166213
25001010700,4744,2.999625529205919e-7
25001010700,4745,2.2525692912704218e-7
25001010700,4762,9.973630792290138e-7
25001010800,4719,9.496542022760726e-15
25001010800,4761,9.91862081688608e-13
25001010800,4766,3.222370704629773e-5
25001010800,4767,1.8425512456460827e-15
25001010800,4768,0.4637158679540998
25001010800,4769,0.19333326744850304
25001010800,4770,0.1276161881284016
25001010800,4771,7.564857701383189e-4
25001010800,4780,7.358598605879329e-5
25001010800,4782,0.11506912330011186
25001010800,4783,1.1074865868401492e-5
25001010800,4784,0.09939218283875102
25001010800,4785,1.7635847636898222e-14
25001010900,4719,0.4792212048627867
25001010900,4720,0.22846594158357297
25001010900,4721,2.1185666439616229e-4
25001010900,4729,2.813734428688827e-4
25001010900,4735,1.1975566377804534e-5
25001010900,4744,3.852699955149909e-5
25001010900,4761,7.321044279207447e-10
25001010900,4768,8.073907543614314e-6
25001010900,4770,2.23235820648461e-6
25001010900,4783,0.2036069005381909
25001010900,4785,0.08786334942905545
25001010900,4786,2.88563915345126e-4
25001011002,4722,2.7180470553974096e-5
25001011002,4723,0.15045826966383208
25001011002,4724,0.09078438840000662
25001011002,4725,0.23187873533254705
25001011002,4726,1.0832877675808611e-5
25001011002,4727,2.5433344947659315e-6
25001011002,4732,4.1483205561154045e-5
25001011002,4733,5.737757962221362e-6
25001011002,4734,4.308025376613067e-5
25001011002,4761,3.385586647464529e-5
25001011002,4763,6.1173139733225125e-6
25001011002,4764,9.551924760516013e-16
25001011002,4766,0.5264918612194254
25001011002,4768,2.159140650198519e-4
25001011002,4783,2.3870617342663446e-10
25001011100,4720,5.322113383348034e-4
25001011100,4721,2.076848440536649e-8
25001011100,4723,4.666763882011903e-5
25001011100,4726,0.20243033345524408
25001011100,4727,1.9370988724469249e-7
25001011100,4728,1.881931453967703e-9
25001011100,4738,3.2595349129349684e-8
25001011100,4740,2.7975073415288422e-6
25001011100,4744,0.2243150278275172
25001011100,4745,4.5396672024612245e-5
25001011100,4761,0.4208105569831512
25001011100,4762,2.029984431615388e-4
25001011100,4766,6.0029328006955063e-05
25001011100,4783,8.00115684966839e-6
25001011100,4786,0.1515457306938961
25001011200,4722,0.12793757092569386
25001011200,4723,3.488529618645021e-5
25001011200,4724,1.987763098419804e-6
25001011200,4726,1.578340639692418e-4
25001011200,4727,0.12918822600179009
25001011200,4728,0.3583518006472038
25001011200,4742,1.0315892462052132e-8
25001011200,4743,1.2702102752251826e-5
25001011200,4744,1.0620255947507796e-4
25001011200,4745,0.3841760213115411
25001011200,4761,3.254509789551482e-5
25001011200,4786,2.139145017237558e-7
25001011300,4755,1.6797943618712216e-14
25001011300,4771,2.1336962426321693e-14
25001011300,4772,6.61111944996081e-5
25001011300,4773,0.283276082132256
25001011300,4774,0.45678894563592376
25001011300,4775,0.2597787011730822
