GEOID,ID,BG_LA_pct,NAME,nonmin_pop,nonmin_moe,tot_pop,tot_moe,nonmin_alloc,tot_alloc,nonmin_moe_alloc,tot_moe_alloc
250010141001,4658,1.1434424751438854e-6,"Block Group 1, Census Tract 141, Barnstable County, Massachusetts",715,236,847,245,8.17561369727878e-4,9.68495776446871e-4,2.6985242413395696e-4,2.801434064102519e-4
250010153001,4606,4.8174412155882334e-14,"Block Group 1, Census Tract 153, Barnstable County, Massachusetts",294,169,923,382,1.4163277173829406e-11,4.4464982419879394e-11,8.141475654344114e-12,1.8402625443547052e-11
250010153001,4710,5.2274888010397926e-8,"Block Group 1, Census Tract 153, Barnstable County, Massachusetts",294,169,923,382,1.536881707505699e-5,4.8249721633597284e-5,8.83445607375725e-6,1.9969007219972007e-5
250010153001,4712,8.434716551967945e-5,"Block Group 1, Census Tract 153, Barnstable County, Massachusetts",294,169,923,382,0.024798066662785757,0.07785243377466414,0.014254670972825827,0.03222061722851755
250010153002,4701,9.735887881594989e-14,"Block Group 2, Census Tract 153, Barnstable County, Massachusetts",918,287,1921,658,8.9375450753042e-11,1.8702640620543972e-10,2.7941998220177616e-11,6.406214226089502e-11
250010153002,4709,3.2556975501487515e-14,"Block Group 2, Census Tract 153, Barnstable County, Massachusetts",918,287,1921,658,2.988730351036554e-11,6.254194993835752e-11,9.343851968926917e-12,2.1422489879978786e-11
250010153002,4712,1.0713637305601325e-13,"Block Group 2, Census Tract 153, Barnstable County, Massachusetts",918,287,1921,658,9.835119046542017e-11,2.0580897264060146e-10,3.0748139067075807e-11,7.049573347085672e-11
250010153003,4712,0.999070394024692,"Block Group 3, Census Tract 153, Barnstable County, Massachusetts",534,210,758,235,533.5035904091856,757.2953586707165,209.80478274518532,234.78154259580262
250039001002,6069,7.74844255045238e-14,"Block Group 2, Census Tract 9001, Berkshire County, Massachusetts",675,186,1106,445,5.230198721555356e-11,8.569777460800332e-11,1.4412103143841426e-11,3.448056934951309e-11
250039001003,6075,2.7213440782417705e-13,"Block Group 3, Census Tract 9001, Berkshire County, Massachusetts",1270,247,1378,256,3.4561069793670485e-10,3.75001213981716e-10,6.721719873257173e-11,6.966640840298933e-11
250039001003,6098,1.1371881992929495e-14,"Block Group 3, Census Tract 9001, Berkshire County, Massachusetts",1270,247,1378,256,1.4442290131020458e-11,1.5670453386256846e-11,2.8088548522535854e-12,2.9112017901899507e-12
250039002003,6075,2.0438681234525122e-13,"Block Group 3, Census Tract 9002, Berkshire County, Massachusetts",738,357,918,324,1.5083746751079539e-10,1.8762709373294062e-10,7.296609200725468e-11,6.622132719986139e-11
250039002005,6069,6.68477639375426e-14,"Block Group 5, Census Tract 9002, Berkshire County, Massachusetts",657,303,1021,400,4.3918980906965486e-11,6.8251566980231e-11,2.0254872473075406e-11,2.673910557501704e-11
250039002006,6069,2.046760688521221e-13,"Block Group 6, Census Tract 9002, Berkshire County, Massachusetts",476,298,785,429,9.742580877361011e-11,1.6067071404891585e-10,6.099346851793238e-11,8.780603353756038e-11
250039003001,6069,2.0419124015786148e-14,"Block Group 1, Census Tract 9003, Berkshire County, Massachusetts",630,260,769,310,1.2864048129945273e-11,1.5702306368139547e-11,5.308972244104398e-12,6.329928444893706e-12
250039003002,6069,0.9999999999992094,"Block Group 2, Census Tract 9003, Berkshire County, Massachusetts",365,218,930,343,364.99999999971146,929.9999999992648,217.99999999982765,342.9999999997288
250039003003,6069,8.38904979912303e-14,"Block Group 3, Census Tract 9003, Berkshire County, Massachusetts",833,261,952,281,6.988078482669483e-11,7.986375408765124e-11,2.1895419975711107e-11,2.3573229935535714e-11
250039004004,6069,3.4858189284708926e-14,"Block Group 4, Census Tract 9004, Berkshire County, Massachusetts",1469,538,1573,531,5.1206680059237415e-11,5.483193174484714e-11,1.8753705835173403e-11,1.8509698510180438e-11
250039004004,6106,0.00133054847987519,"Block Group 4, Census Tract 9004, Berkshire County, Massachusetts",1469,538,1573,531,1.954575716936654,2.0929527588436736,0.7158350821728522,0.7065212428137259
250039005002,6106,6.921002768943881e-15,"Block Group 2, Census Tract 9005, Berkshire County, Massachusetts",1896,327,2181,298,1.3122221249917597e-11,1.5094707039066602e-11,2.263167905444649e-12,2.0624588251452766e-12
250039006001,6106,0.9999999999990968,"Block Group 1, Census Tract 9006, Berkshire County, Massachusetts",381,171,476,187,380.99999999965587,475.9999999995701,170.99999999984556,186.99999999983112
250039006002,6098,0.9999999999983884,"Block Group 2, Census Tract 9006, Berkshire County, Massachusetts",265,119,1125,308,264.99999999957294,1124.999999998187,118.99999999980822,307.99999999950364
250039006003,6069,9.025705164102121e-14,"Block Group 3, Census Tract 9006, Berkshire County, Massachusetts",408,211,624,325,3.6824877069536653e-11,5.632040022399723e-11,1.9044237896255476e-11,2.933354178333189e-11
250039006003,6098,9.752670956608253e-14,"Block Group 3, Census Tract 9006, Berkshire County, Massachusetts",408,211,624,325,3.979089750296167e-11,6.08566667692355e-11,2.0578135718443415e-11,3.169618060897682e-11
250039006003,6106,3.4043528691179524e-17,"Block Group 3, Census Tract 9006, Berkshire County, Massachusetts",408,211,624,325,1.3889759706001245e-14,2.1243161903296023e-14,7.18318455383888e-15,1.1064146824633345e-14
250039006004,6098,7.954274509128435e-13,"Block Group 4, Census Tract 9006, Berkshire County, Massachusetts",411,231,609,238,3.2692068232517867e-10,4.844153176059217e-10,1.8374374116086684e-10,1.8931173331725675e-10
250039006004,6106,5.0263900568283466e-14,"Block Group 4, Census Tract 9006, Berkshire County, Massachusetts",411,231,609,238,2.0658463133564505e-11,3.0610715446084634e-11,1.161096103127348e-11,1.1962808335251464e-11
250039008003,6118,0,"Block Group 3, Census Tract 9008, Berkshire County, Massachusetts",757,218,892,218,0,0,0,0
250039008004,6118,4.7843195883675934e-14,"Block Group 4, Census Tract 9008, Berkshire County, Massachusetts",1413,307,1460,322,6.76024357836341e-11,6.985106599016687e-11,1.4687861136288513e-11,1.540550907454365e-11
250039008005,6118,0.9999999999991304,"Block Group 5, Census Tract 9008, Berkshire County, Massachusetts",442,150,805,308,441.9999999996156,804.9999999992999,149.99999999986954,307.99999999973215
250039009003,6075,0.999999999998914,"Block Group 3, Census Tract 9009, Berkshire County, Massachusetts",804,417,1420,571,803.9999999991269,1419.999999998458,416.99999999954713,570.9999999993798
250039009004,6118,4.5015800502080475e-14,"Block Group 4, Census Tract 9009, Berkshire County, Massachusetts",1610,518,1698,516,7.247543880834957e-11,7.643682925253264e-11,2.3318184660077687e-11,2.3228153059073524e-11
250039009005,6075,1.778732208643763e-13,"Block Group 5, Census Tract 9009, Berkshire County, Massachusetts",229,92,264,103,4.0732967577942174e-11,4.6958530308195344e-11,1.636433631952262e-11,1.8320941749030758e-11
250039009005,6118,7.516611786506031e-15,"Block Group 5, Census Tract 9009, Berkshire County, Massachusetts",229,92,264,103,1.721304099109881e-12,1.9843855116375923e-12,6.915282843585548e-13,7.742110140101212e-13
250039131002,6043,0.999826237804576,"Block Group 2, Census Tract 9131, Berkshire County, Massachusetts",258,133,390,203,257.95516935358063,389.93223274378465,132.97688962800862,202.96472627432894
250039131003,6043,3.803993835868781e-15,"Block Group 3, Census Tract 9131, Berkshire County, Massachusetts",681,246,712,252,2.5905198022266398e-12,2.708443611138572e-12,9.3578248362372e-13,9.586064466389328e-13
250039131004,6043,5.629310993690541e-8,"Block Group 4, Census Tract 9131, Berkshire County, Massachusetts",517,272,568,286,2.9103537837380097e-5,3.197448644416227e-5,1.5311725902838273e-5,1.6099829441954948e-5
250039141003,6050,2.9741310203678587e-15,"Block Group 3, Census Tract 9141, Berkshire County, Massachusetts",651,290,653,290,1.936159294259476e-12,1.9421075563002117e-12,8.62497995906679e-13,8.62497995906679e-13
250039141004,6050,2.8880597844079735e-14,"Block Group 4, Census Tract 9141, Berkshire County, Massachusetts",1568,508,1630,496,4.5284777419517025e-11,4.7075374485849967e-11,1.4671343704792506e-11,1.4324776530663548e-11
250039141005,6050,5.864786733731343e-14,"Block Group 5, Census Tract 9141, Berkshire County, Massachusetts",1282,469,1316,469,7.518656592643583e-11,7.718059341590448e-11,2.75058497812e-11,2.75058497812e-11
250039141006,6050,0.9995962160233122,"Block Group 6, Census Tract 9141, Berkshire County, Massachusetts",184,131,389,192,183.92570374828944,388.84292803306846,130.9471042990539,191.92247347647594
250039241001,6043,4.998889115600032e-5,"Block Group 1, Census Tract 9241, Berkshire County, Massachusetts",580,125,631,128,0.028993556870480188,0.0315429903194362,0.0062486113945000405,0.006398578067968041
250039322002,6050,1.0238408684840447e-9,"Block Group 2, Census Tract 9322, Berkshire County, Massachusetts",1083,263,1172,278,1.1088196605682204e-6,1.1999414978633004e-6,2.692701484113038e-7,2.8462776143856444e-7
250039332001,6050,7.933673694997826e-5,"Block Group 1, Census Tract 9332, Berkshire County, Massachusetts",500,78,541,109,0.03966836847498913,0.04292117468993824,0.006188265482098304,0.00864770432754763
250039351003,6043,1.7297724744768636e-4,"Block Group 3, Census Tract 9351, Berkshire County, Massachusetts",751,141,816,162,0.12990591283321246,0.14114943391731208,0.024389791890123778,0.02802231408652519
250039351004,6043,3.2463956829644993e-4,"Block Group 4, Census Tract 9351, Berkshire County, Massachusetts",627,120,652,122,0.2035490093218741,0.21166499852928536,0.038956748195573994,0.03960602733216689
250039352003,6075,2.0159527303162473e-14,"Block Group 3, Census Tract 9352, Berkshire County, Massachusetts",1073,541,1144,545,2.1631172796293335e-11,2.3062499234817868e-11,1.0906304271010898e-11,1.0986942380223548e-11
250056133004,4040,1.3325830425641236e-7,"Block Group 4, Census Tract 6133, Bristol County, Massachusetts",1345,339,1691,391,1.7923241922487463e-4,2.253397924975933e-4,4.517456514292379e-5,5.2103996964257235e-5
250056134001,4040,9.213862059160149e-15,"Block Group 1, Census Tract 6134, Bristol County, Massachusetts",2204,486,2395,489,2.0307351978388968e-11,2.2067199631688556e-11,4.477936960751832e-12,4.505578546929313e-12
250056134002,4040,0.999999635065094,"Block Group 2, Census Tract 6134, Bristol County, Massachusetts",694,220,1212,370,693.9997467351752,1211.999557698894,219.9999197143207,369.9998649740848
250056139012,4040,1.7539203895657852e-14,"Block Group 2, Census Tract 6139.01, Bristol County, Massachusetts",1254,352,1706,384,2.1994161685154946e-11,2.9921881845992295e-11,6.173799771271564e-12,6.735054295932615e-12
250056139021,4040,2.262276969382685e-14,"Block Group 1, Census Tract 6139.02, Bristol County, Massachusetts",1232,279,1420,358,2.7871252262794678e-11,3.2124332965234124e-11,6.311752744577691e-12,8.098951550390013e-12
250056311021,208413,1.351610091499469e-6,"Block Group 1, Census Tract 6311.02, Bristol County, Massachusetts",1486,771,1612,783,0.002008492595968211,0.002178795467497144,0.0010420913805460907,0.0010583107016440842
250056311024,208413,7.277804078349598e-6,"Block Group 4, Census Tract 6311.02, Bristol County, Massachusetts",589,218,738,266,0.004286626602147913,0.005371019409822004,0.0015865612890802125,0.0019358958848409932
250056314001,4113,4.215920009733919e-4,"Block Group 1, Census Tract 6314, Bristol County, Massachusetts",959,277,1305,345,0.40430672893348285,0.5501775612702765,0.11678098426962956,0.1454492403358202
250056315001,4113,8.152998464855013e-7,"Block Group 1, Census Tract 6315, Bristol County, Massachusetts",1592,534,2217,521,0.001297957355604918,0.0018075197596583565,4.353701180232577e-4,4.247712200189462e-4
250056315001,4115,1.1467578843077154e-13,"Block Group 1, Census Tract 6315, Bristol County, Massachusetts",1592,534,2217,521,1.825638551817883e-10,2.542362229510205e-10,6.1236871022032e-11,5.974608577243198e-11
250056316001,4113,0.9909612613164392,"Block Group 1, Census Tract 6316, Bristol County, Massachusetts",699,227,1783,516,692.681921660191,1766.8839289272112,224.94820631883172,511.33601083928266
250056316001,4115,0.00213050135029658,"Block Group 1, Census Tract 6316, Bristol County, Massachusetts",699,227,1783,516,1.4892204438573093,3.798683907578802,0.4836238065173236,1.0993386967530352
250056316002,4113,4.25061309459903e-14,"Block Group 2, Census Tract 6316, Bristol County, Massachusetts",547,254,761,275,2.3250853627456695e-11,3.234716564989862e-11,1.0796557260281536e-11,1.1689186010147332e-11
250056316002,4115,6.945571478756694e-13,"Block Group 2, Census Tract 6316, Bristol County, Massachusetts",547,254,761,275,3.7992275988799117e-10,5.285579895333844e-10,1.7641751556042003e-10,1.910032156658091e-10
250056316003,4113,6.462456424757045e-4,"Block Group 3, Census Tract 6316, Bristol County, Massachusetts",984,362,1198,453,0.6359057121960933,0.7742022796858941,0.23394092257620502,0.29274927604149414
250056316003,4115,0.9993531184873836,"Block Group 3, Census Tract 6316, Bristol County, Massachusetts",984,362,1198,453,983.3634685915855,1197.2250359478855,361.76582889243286,452.7069626747848
250056317002,4113,6.750205154637182e-5,"Block Group 2, Census Tract 6317, Bristol County, Massachusetts",1991,817,2113,826,0.13439658462882628,0.14263183491748366,0.055149176113385774,0.055756694577303124
250056318001,4115,3.923563464384463e-15,"Block Group 1, Census Tract 6318, Bristol County, Massachusetts",2802,688,3586,746,1.0993824827205266e-11,1.4069898583282686e-11,2.6994116634965106e-12,2.9269783444308094e-12
250056318003,4115,1.8292101640152983e-14,"Block Group 3, Census Tract 6318, Bristol County, Massachusetts",2716,899,2768,894,4.96813480546555e-11,5.063253733994346e-11,1.644459937449753e-11,1.6353138866296768e-11
250056321003,208344,8.354177999024676e-4,"Block Group 3, Census Tract 6321, Bristol County, Massachusetts",909,356,929,358,0.759394780111343,0.7761031361093924,0.29740873676527846,0.2990795723650834
250056402012,4158,0.00377032746880813,"Block Group 2, Census Tract 6402.01, Bristol County, Massachusetts",1056,404,2047,532,3.9814658070613853,7.717860328650242,1.5232122973984845,2.005814213405925
250056405002,4158,5.897306789064493e-13,"Block Group 2, Census Tract 6405, Bristol County, Massachusetts",361,212,446,271,2.128927750852282e-10,2.630198827922764e-10,1.2502290392816727e-10,1.5981701398364777e-10
250056405002,4172,2.297651995739413e-13,"Block Group 2, Census Tract 6405, Bristol County, Massachusetts",361,212,446,271,8.294523704619281e-11,1.0247527900997781e-10,4.871022230967555e-11,6.226636908453809e-11
250056405003,4158,0.9999993550519164,"Block Group 3, Census Tract 6405, Bristol County, Massachusetts",593,338,641,349,592.9996175457865,640.9995865882784,337.99978200754776,348.9997749131188
250056405004,4158,1.19882693658223e-13,"Block Group 4, Census Tract 6405, Bristol County, Massachusetts",564,220,640,230,6.761383922323777e-11,7.672492394126271e-11,2.637419260480906e-11,2.7573019541391287e-11
250056405004,4176,1.155119704519336e-14,"Block Group 4, Census Tract 6405, Bristol County, Massachusetts",564,220,640,230,6.514875133489054e-12,7.392766108923751e-12,2.541263349942539e-12,2.656775320394473e-12
250056405004,4178,1.648387037800566e-13,"Block Group 4, Census Tract 6405, Bristol County, Massachusetts",564,220,640,230,9.296902893195193e-11,1.0549677041923623e-10,3.6264514831612453e-11,3.791290186941302e-11
250056405005,4158,3.4798285958890044e-13,"Block Group 5, Census Tract 6405, Bristol County, Massachusetts",1346,475,2352,610,4.6838492900666e-10,8.184556857530939e-10,1.652918583047277e-10,2.1226954434922927e-10
250056408001,4168,0.9535229986296504,"Block Group 1, Census Tract 6408, Bristol County, Massachusetts",490,214,1098,431,467.2262693285287,1046.9682524953562,204.05392170674517,410.9684124093793
250056408002,4168,0.00494395129431439,"Block Group 2, Census Tract 6408, Bristol County, Massachusetts",847,330,1226,427,4.187526746284289,6.061284286829442,1.6315039271237486,2.1110672026722446
250056409011,4178,1.5882798149775517e-13,"Block Group 1, Census Tract 6409.01, Bristol County, Massachusetts",312,290,639,295,4.9554330227299614e-11,1.0149108017706555e-10,4.6060114634349e-11,4.6854254541837776e-11
250056409012,4172,0.9999999999981894,"Block Group 2, Census Tract 6409.01, Bristol County, Massachusetts",735,380,983,398,734.9999999986693,982.9999999982202,379.99999999931197,397.9999999992794
250056409013,4168,2.111006267481167e-12,"Block Group 3, Census Tract 6409.01, Bristol County, Massachusetts",679,435,2079,1075,1.4333732556197125e-9,4.3887820300933465e-9,9.182877263543077e-10,2.2693317375422544e-9
250056409014,4172,1.4458514755168249e-12,"Block Group 4, Census Tract 6409.01, Bristol County, Massachusetts",646,307,1211,547,9.34020053183869e-10,1.7509261368508749e-9,4.4387640298366525e-10,7.908807571077033e-10
250056409015,4178,2.54059297436343e-13,"Block Group 5, Census Tract 6409.01, Bristol County, Massachusetts",402,255,1003,774,1.0213183756940988e-10,2.5482147532865205e-10,6.478512084626746e-11,1.9664189621572947e-10
250056410001,4176,0.98972208693588,"Block Group 1, Census Tract 6410, Bristol County, Massachusetts",796,338,857,349,787.8187812009605,848.1918285040492,334.52606538432747,345.4130083406221
250056410001,4178,4.8613181163007085e-5,"Block Group 1, Census Tract 6410, Bristol County, Massachusetts",796,338,857,349,0.03869609220575364,0.04166149625669707,0.016431255233096395,0.016966000225889472
250056410002,4172,2.126950878854985e-23,"Block Group 2, Census Tract 6410, Bristol County, Massachusetts",631,283,854,353,1.3421060045574954e-20,1.816416050542157e-20,6.0192709871596074e-21,7.508136602358096e-21
250056410003,4176,0.0020705558697126,"Block Group 3, Census Tract 6410, Bristol County, Massachusetts",258,165,763,284,0.5342034143858508,1.5798341285907138,0.341641718502579,0.5880378669983785
250056410003,4178,0.997929444128696,"Block Group 3, Census Tract 6410, Bristol County, Massachusetts",258,165,763,284,257.4657965852036,761.4201658701951,164.65835828123483,283.41196213254966
250056411011,4168,1.9933332670124826e-13,"Block Group 1, Census Tract 6411.01, Bristol County, Massachusetts",687,193,957,251,1.3694199544375755e-10,1.907619936530946e-10,3.8471332053340914e-11,5.0032665002013313e-11
250056411011,4172,1.0952506325368973e-13,"Block Group 1, Census Tract 6411.01, Bristol County, Massachusetts",687,193,957,251,7.524371845528484e-11,1.0481548553378108e-10,2.1138337207962118e-11,2.7490790876676122e-11
250056412001,4184,1.6426609186655761e-13,"Block Group 1, Census Tract 6412, Bristol County, Massachusetts",1708,631,2513,618,2.805664849080804e-10,4.128006888606593e-10,1.0365190396779786e-10,1.015164447735326e-10
250056413002,4184,0.999999999999206,"Block Group 2, Census Tract 6413, Bristol County, Massachusetts",1069,382,1372,388,1068.9999999991512,1371.9999999989107,381.9999999996967,387.9999999996919
250056413004,4184,1.0775047891074354e-5,"Block Group 4, Census Tract 6413, Bristol County, Massachusetts",651,345,1654,631,0.007014556177089405,0.017821929211836982,0.003717391522420652,0.006799055219267917
250056417002,4184,1.3409676658313433e-13,"Block Group 2, Census Tract 6417, Bristol County, Massachusetts",1097,408,1235,490,1.4710415294169837e-10,1.656095067301709e-10,5.471148076591881e-11,6.570741562573582e-11
250056420003,4176,5.536846879056752e-7,"Block Group 3, Census Tract 6420, Bristol County, Massachusetts",1152,417,1964,511,6.378447604673378e-4,0.0010874367270467462,2.3088651485666655e-4,2.829328755198e-4
250056421002,4212,1.9179275422723234e-13,"Block Group 2, Census Tract 6421, Bristol County, Massachusetts",1972,960,2182,969,3.7821531133610215e-10,4.1849178972382097e-10,1.8412104405814303e-10,1.8584717884618813e-10
250056422002,4212,1.3624393074541753e-13,"Block Group 2, Census Tract 6422, Bristol County, Massachusetts",651,230,927,305,8.869479891526681e-11,1.2629812380100205e-10,3.133610407144603e-11,4.155439887735235e-11
250056422003,4212,0.9990222632044048,"Block Group 3, Census Tract 6422, Bristol County, Massachusetts",935,341,1006,356,934.0858160961185,1005.0163967836312,340.66659175270206,355.6519257007681
250056422004,4212,2.744744724636085e-13,"Block Group 4, Census Tract 6422, Bristol County, Massachusetts",512,263,871,337,1.4053092990136756e-10,2.3906726551580305e-10,7.218678625792905e-11,9.249789722023607e-11
250056501012,4254,3.6677816159534115e-14,"Block Group 2, Census Tract 6501.01, Bristol County, Massachusetts",920,334,1018,375,3.3743590866771385e-11,3.7338016850405727e-11,1.2250390597284394e-11,1.3754181059825293e-11
250056501021,4254,2.2715212795709023e-14,"Block Group 1, Census Tract 6501.02, Bristol County, Massachusetts",885,294,1557,351,2.0102963324202486e-11,3.536758632291895e-11,6.6782725619384524e-12,7.973039691293867e-12
250056501022,4254,0.999999999999353,"Block Group 2, Census Tract 6501.02, Bristol County, Massachusetts",1194,252,1269,261,1193.9999999992274,1268.999999999179,251.99999999983694,260.9999999998311
250056501023,4254,0.0056543105386364,"Block Group 3, Census Tract 6501.02, Bristol County, Massachusetts",1341,454,2104,575,7.582430432311413,11.896669373290987,2.5670569845409257,3.2512285597159303
250056502021,4277,5.2330117094659863e-14,"Block Group 1, Census Tract 6502.02, Bristol County, Massachusetts",1760,389,2181,351,9.210100608660136e-11,1.1413198538345316e-10,2.0356415549822688e-11,1.8367871100225613e-11
250056503001,4261,1.9759365974935046e-13,"Block Group 1, Census Tract 6503, Bristol County, Massachusetts",669,337,731,351,1.3219015837231545e-10,1.4444096527677518e-10,6.65890633355311e-11,6.935537457202202e-11
250056503002,4261,0.9999999999989068,"Block Group 2, Census Tract 6503, Bristol County, Massachusetts",627,272,1050,436,626.9999999993146,1049.999999998852,271.99999999970265,435.99999999952337
250056503003,4261,1.4240686169936944e-13,"Block Group 3, Census Tract 6503, Bristol County, Massachusetts",492,232,566,236,7.006417595608977e-11,8.060228372184311e-11,3.3038391914253713e-11,3.360801936105119e-11
250056503004,4261,8.258516425218222e-13,"Block Group 4, Census Tract 6503, Bristol County, Massachusetts",1001,553,1058,533,8.26677494164344e-10,8.737510377880879e-10,4.566959583145677e-10,4.4017892546413124e-10
