Intersection_ID,ID,GEOID,BG_TOTAL_AREA,INTERSECTION_TOTAL_AREA,INTERSECTION_LAND_AREA,BG_LAND_AREA,num_roof,rooftop_pct
1875,2660,250235071013,14077122.1848227,10581567.9201681,10378165.1105915,13856921.9432906,566,0.6844014510278114
1434,1915,250235052012,7732342.13106696,4251446.66347258,4216744.06672743,7345684.00232087,401,0.4252386002120891
1777,2640,250235062052,991651.037088451,991647.327566287,975556.176479578,975556.176479578,670,1
1450,1916,250235052023,2031906.96483637,2027512.44126841,1934536.28231528,1938717.03627982,692,1
1997,2667,250235071042,6054730.03640098,245227.72613532,236221.944859903,5812051.30555315,79,0.10807113543091655
1579,2638,250235061026,2038145.40163616,1738385.3121779,1738385.31217792,2038145.40163624,215,0.8847736625514403
1361,1913,250235051022,2496080.43849168,2171658.41063767,2171658.41063773,2496080.43849175,689,0.8890322580645161
1435,1916,250235052012,7732342.13106696,3479557.13100776,3128847.54598441,7345684.00232087,542,0.574761399787911
1819,2662,250235071011,6874197.81924754,5113406.44358854,4963463.93341923,6724255.30907886,682,0.7118997912317327
1452,2636,250235061021,3895734.9082479,3892976.03352405,3859296.86744192,3861242.64551016,478,1
580,1894,250235031011,7219140.36231127,4454688.48743296,4454688.48743304,7213376.26473649,771,0.7907692307692308
9149,4435,250235601003,17481899.9574413,17347302.0843222,17305417.0598958,17439969.8304305,752,1
5196,2572,250235252042,9073736.32447808,3846462.70122466,3816152.36810444,8982808.52950566,508,0.5600882028665931
1406,1910,250235051031,5086080.89634352,5053360.63758591,4567771.04001616,4568571.22229948,895,1
9302,4439,250235611003,5547592.16374389,5545003.52115269,3878386.91555629,3880964.89575521,692,1
965,1897,250235031025,5310406.95244185,5302139.21709239,5302139.21709242,5310406.95244183,1008,1
9214,4432,250235601006,6770817.94676685,6752988.14207045,1810785.73723141,1824319.95272621,673,0.9882525697503671
3866,1877,250235201004,1830549.97121837,257041.615087293,245130.127561302,1818609.52260382,62,0.09037900874635568
1443,1915,250235052022,3473382.36742677,779249.992332136,779249.992332145,3473382.36742649,188,0.16476774758983348
1776,2640,250235062051,901653.329602841,886766.219409318,885068.401851468,899679.755567313,641,0.993798449612403
8778,4420,250235452003,9605638.30364576,9605218.95791564,9021510.68774023,9021930.03347009,1120,1
7131,4389,250235411001,27844050.5328923,27830037.723743,27100593.7819359,27114606.5910855,1240,1
2310,2653,250235082002,9960733.07778549,1337717.34607449,1284920.57027328,9894668.45353341,247,0.1955661124307205
2306,2655,250235082001,6682521.02885964,4655405.67587819,3225571.32416377,4971508.60041574,465,0.7198142414860681
1501,2636,250235061022,8980708.1283453,8977924.85419005,8785201.9211514,8785249.9893781,610,1
1994,2666,250235071042,6054730.03640098,5431141.74030872,5197945.43337199,5812051.30555315,639,0.8741450068399452
1795,2644,250235062063,608336.602338007,608336.602338073,607731.457774722,607731.457774722,820,1
1767,2645,250235062033,3365113.71128657,2434667.13301457,2412386.06492772,3329617.7855899,1048,0.9484162895927601
9002,4428,250235454001,14279324.5569951,14279141.4648187,7359473.58561434,7359656.6777896,748,1
4210,2651,250235221012,1995473.00717108,1995281.73257436,1987261.02411234,1987391.02085107,392,1
1449,1913,250235052022,3473382.36742677,966711.151083146,966711.15108316,3473382.36742649,335,0.2936021034180543
1931,2665,250235071034,3249898.45867758,770310.679711971,726703.829387379,3116121.4157162,152,0.21529745042492918
1626,2639,250235061032,5088342.08709813,5083561.26912781,5069701.4011083,5070203.77800913,765,1
1431,1917,250235052011,1335727.22366431,1323599.5827738,1171075.65610214,1171164.37972622,787,1
8714,4418,250235452001,2263455.02712496,2263450.57882297,1979619.92770656,1979624.37600831,457,1
4509,2542,250235232041,4852363.89463085,1094270.50371662,1055105.30652232,4803819.08904741,174,0.17540322580645162
729,1893,250235031014,3679824.02778817,3153975.63817744,3146660.03474484,3661244.27173287,579,0.8514705882352941
289,1863,250235012012,4723766.43582829,590440.590195055,551204.495822087,4617316.68971557,101,0.09181818181818181
100,1861,250235011013,897933.923558163,672907.282068744,672907.282068698,897933.923558317,281,0.7113924050632912
7917,4401,250235423012,866015.879356449,866015.879356183,862910.944721582,862910.944721971,445,1
498,1891,250235022001,3631588.44970806,1401881.53445736,1401881.53445743,3524782.1033732,81,0.14862385321100918
302,1868,250235012031,13355955.3007752,11842989.3748112,11677246.7870595,13190013.6260289,313,0.6879120879120879
497,1892,250235022001,3631588.44970806,1531951.30625709,1425222.86385104,3524782.1033732,355,0.6513761467889908
69,1859,250235011012,4109231.7182675,2472054.3065651,2376350.5347526,3954668.84447645,280,0.37433155080213903
7505,4395,250235421014,8396341.81627157,8396341.81626946,7574664.46422042,7574664.46422278,634,1
5149,2569,250235252041,6653896.00477194,3528131.16766475,3359202.30164439,6439792.54649309,332,0.3742953776775648
182,1856,250235011024,6362703.33020746,3125783.33007355,3096852.69479536,6199564.50217838,375,0.4432624113475177
118,1858,250235011022,2738815.08936017,639577.247568168,550279.626865024,2649517.46865683,187,0.18588469184890655
4650,2557,250235251011,7826911.70189687,3375536.87866861,3375536.87866853,7813195.52827938,109,0.11271975180972078
456,1884,250235021014,785690.082768862,676148.147486094,676148.147486095,785690.082768891,379,0.8459821428571429
4474,2541,250235232031,7852679.04590275,2636418.2917514,2636418.29175137,7852679.04590327,330,0.3548387096774194
3773,1881,250235201001,2705342.63332234,1823322.84244918,1721476.82088267,2553670.29767704,558,0.6384439359267735
9400,2569,250235614001,4837201.27869076,2837788.95979955,2763405.23724966,4611906.38160406,974,0.6643929058663028
4504,2541,250235232032,7801127.92530584,2438206.69998412,2438206.69998403,7219394.89442522,257,0.22703180212014135
213,1860,250235012011,3351986.57698807,412282.258382887,412282.258382821,3339121.31586616,169,0.26283048211508553
37,1850,250235001041,1000278.69870328,205127.703415798,161951.362910073,851659.764979231,59,0.08792846497764531
2293,2654,250235081023,3087506.3388357,3086797.25348724,2665814.65660721,2666487.09317937,639,1
9096,4426,250235454003,1006568.24863207,1006568.24863128,935121.269165636,935121.269166341,465,1
387,1863,250235012042,2910630.9591483,472853.784619233,472853.784619259,2910534.30449784,97,0.3069620253164557
2112,2654,250235081011,5846943.23145737,295484.609358136,140767.674107337,5097457.1182801,92,0.10302351623740201
411,1887,250235021011,2140359.03829719,735044.511592612,735044.511592574,2140359.03829708,49,0.06027060270602706
1052,1905,250235041013,5485787.87631844,1390907.79676642,1390907.79676639,5376787.00301532,417,0.5394566623544631
347,1863,250235012032,2829905.53980402,1622855.68298255,1585134.2821857,2760082.26702543,426,0.7244897959183674
4261,2647,250235221021,16056363.190809,576704.424050547,465426.158786075,15314610.7240401,54,0.04459124690338563
475,1886,250235021022,5521628.67878983,4757650.14260515,4757650.14260518,5521628.67879045,685,0.8638083228247163
31,1851,250235001031,1215467.0544369,775540.484878774,761751.842956575,1176633.91811314,255,0.6455696202531646
64,1859,250235011011,3134634.77251375,2939061.03131455,2814531.59000936,3009911.40103861,662,0.9376770538243626
4391,2544,250235231002,3226482.31748177,855063.08082235,841133.234231553,3199208.97477308,141,0.3045356371490281
3835,1879,250235201003,3430660.76751587,2102839.04322669,2102839.04322665,3430660.76751567,469,0.6020539152759948
