GEOID,ID,BG_LA_pct,BG_FA_pct,BG_RT_pct
250056002032,1662,5.525342939955139e-7,5.147361105664859e-7,NA
250056002032,1663,9.402679895175585e-8,2.954873105671577e-7,NA
250056101001,2424,4.5411112279920566e-14,4.5201844481400167e-14,NA
250056102041,1662,4.278154271644462e-6,4.22200994547922e-6,NA
250056102043,2425,5.817600330448495e-15,7.961637966710215e-15,NA
250056302011,2421,1.2925747578116866e-8,1.1667396779154457e-8,NA
250092011001,756,1,0.99999999999951,1
250092011002,756,1,0.9999999999992448,1
250092011003,756,0.9999153073542651,0.9998228962513868,1
250092011003,758,8.469264573489795e-5,1.7607536179539322e-4,NA
250092011003,759,0,1.028386950240567e-6,NA
250092021011,1134,4.534461475660576e-4,4.516219981045875e-4,NA
250092021011,1135,0.46895544632436814,0.47109176315218054,0.15915915915915915
250092021011,1136,0.09487717578085438,0.09449549837583408,0.3933933933933934
250092021011,1137,0.32684050590671915,0.32552567296485413,0.40540540540540543
250092021011,1138,0.10820874056436304,0.10777343216740268,0.04204204204204204
250092021011,1139,1.5516290399003963e-6,1.5453870563628985e-6,NA
250092021011,1149,6.631336470893348e-4,6.604659545961165e-4,NA
250092021012,1134,5.358079005444073e-5,5.358079005168812e-5,NA
250092021012,1136,0.999926898340085,0.9999268983405314,1
250092021012,1137,1.95208698605663e-5,1.952086985854944e-5,NA
250092021013,763,2.823112394194065e-4,2.8231123940893147e-4,NA
250092021013,764,5.661607449392043e-18,5.660691118166986e-18,NA
250092021013,1136,0.99759467729885,0.9975946772988412,1
250092021013,1137,0.00212301146173047,0.00212301146174679,NA
250092021031,780,2.9271412760551143e-5,2.890593608242026e-5,0.00143061516452074
250092021031,781,3.734584854151805e-5,3.6879556168204194e-5,NA
250092021031,792,6.78454166584131e-6,6.699831309620734e-6,NA
250092021031,1137,6.100824427570441e-7,6.024650822504456e-7,NA
250092021031,1139,3.608008381234439e-7,3.562959550000844e-7,NA
250092021031,1140,0.9999245191600756,0.9999254615979648,0.9985693848354792
250092021031,1151,1.1081536757420767e-6,1.0943175052022055e-6,NA
250092021041,1137,0.8308385244249341,0.8308385244249624,0.9002320185614849
250092021041,1138,4.663206472124446e-8,4.663205952205315e-8,NA
250092021041,1140,0.16916142894300118,0.16916142894300573,0.09976798143851508
250092021042,763,2.3654612277730084e-8,2.3654612359712487e-8,NA
250092021042,764,9.869347591940152e-4,9.86934759258439e-4,0.00332225913621262
250092021042,780,4.9184136455756e-4,4.91841364544234e-4,NA
250092021042,1136,2.098907876874484e-5,2.0989078765804065e-5,NA
250092021042,1137,0.49181504852264907,0.49181504852255314,0.4717607973421927
250092021042,1140,0.5066851626202183,0.506685162620139,0.5249169435215947
250092021043,1136,5.9002735378362854e-5,5.900273537212347e-5,NA
250092021043,1137,0.9981302134303416,0.998130213430514,1
250092021043,1140,0.00181078383427998,0.00181078383429345,NA
250092021044,1138,6.110848789970008e-5,6.110848789318213e-5,NA
250092021044,1139,0.9778683797739705,0.9778683797739124,1
250092021044,1140,9.26436848217664e-6,9.264368481419115e-6,NA
250092021044,1149,0.02206124736964776,0.02206124736961375,NA
250092021045,1137,1.3825551284824232e-5,1.3825551286287391e-5,NA
250092021045,1138,0.22539929439885767,0.22539929439884537,0.03629032258064516
250092021045,1139,0.039169713327322,0.039169713327323163,0.00403225806451612
250092021045,1140,0.7354171667225354,0.7354171667224026,0.9596774193548387
250092022001,1135,0.9754641138855704,0.9754641138855524,0.9907621247113164
250092022001,1138,0.02449468634873049,0.02449468634871792,0.0092378752886836
250092022001,1142,2.3273744530658776e-5,2.327374452490488e-5,NA
250092022001,1149,1.7926021168515448e-5,1.7926021169170333e-5,NA
250092022002,763,2.731911298389543e-5,7.051281033873668e-5,NA
250092022002,1133,0.5706463295622308,0.5315209025854537,0.4073455759599332
250092022002,1134,0.41329723393337775,0.3839545174330419,0.5926544240400667
250092022002,1136,0.01602911739140757,0.0844540671711289,NA
250092022003,1133,4.3723697424025806e-5,4.3723697427738805e-5,NA
250092022003,1134,0.999956276302576,0.9999562763026264,1
250092022004,1133,1.022368233467146e-5,1.0223682337331374e-5,NA
250092022004,1134,0.5455469724756792,0.5455469724757307,0.47593582887700536
250092022004,1135,0.4510709612448373,0.45107096124485463,0.5240641711229946
250092022004,1136,5.888037628323198e-7,5.888037647390928e-7,NA
250092022004,1137,0.00337125379338593,0.00337125379338618,NA
250092022005,1133,0.00605714208965144,0.008750342782845,NA
250092022005,1135,0.9939428579103484,0.991249657217152,1
250092022006,1133,0.9995498766259148,0.9990411718910516,1
250092022006,1134,1.3513555687184509e-5,1.2662469177166697e-5,NA
250092022006,1135,4.366098183980283e-4,9.46165639591792e-4,NA
250092031001,1141,0.9932455541768116,0.9932455541767732,1
250092031001,1142,3.716565047739335e-5,3.7165650479617064e-5,NA
250092031001,1146,0.00670674175037078,0.00670674175036439,NA
250092031001,1159,1.053842234013737e-5,1.053842233970981e-5,NA
250092031002,1141,3.7080381581708285e-5,3.708038158207081e-5,NA
250092031002,1142,0.994766911022942,0.9947669110230658,1
250092031002,1143,0.00519600859547633,0.00519600859546159,NA
250092031003,1135,0.00113954391358768,0.00116599565618725,NA
250092031003,1142,0.004756542232519,0.00471051268751235,NA
250092031003,1143,0.9941039138538932,0.9941234916564008,1
250092031004,1142,0.00137561322836957,0.00137238037573464,NA
250092031004,1143,0.9985235725882036,0.998527042366042,1
250092031004,1144,1.0081418342709972e-4,1.0057725825554432e-4,NA
250092031005,1142,0.9997776713471752,0.9997776713471682,1
250092031005,1143,2.223286528247065e-4,2.2232865282485425e-4,NA
250092031006,1135,1.898946058548049e-5,1.823650336210208e-5,NA
250092031006,1138,1.2449236658557632e-20,1.1859159020332767e-20,NA
250092031006,1142,0.9918914212917184,0.9922129371593508,1
250092031006,1143,3.246317303230967e-5,3.1175965295724964e-5,NA
250092031006,1149,0.00805712607466379,0.00773765037200258,NA
250092031007,1142,0.9997185656374236,0.999710971211028,1
250092031007,1149,2.814343625764786e-4,2.8902878909473626e-4,NA
