block_id,taz_id,area_fct
250010131001013,4654,1
250010131001014,4654,1
250010131001015,4654,1
250010131001016,4654,1
250010131001017,4654,1
250010131001018,4654,1
250010131001019,4654,1
250010131001020,4654,1
250010131001021,4654,1
250010131001022,4654,1
250010131001023,4654,1
250010131001024,4654,1
250010131001025,4654,1
250010131001026,4654,1
250010131001027,4654,1
250010131001028,4654,1
250010131001029,4654,1
250010131001030,4654,1
250010131001031,4654,1
250010131001032,4654,1
250010131001033,4654,1
250010131001034,4654,1
250010131001035,4654,1
250010131001036,4654,1
250010131001037,4654,1
250010131001038,4654,1
250010131002000,4639,1
250010131002001,4639,1
250010131002002,4639,1
250010131002003,4639,1
250010131002004,4639,1
250010131002005,4639,1
250010131002006,4639,1
250010131002007,4639,1
250010131002008,4639,1
250010131002009,4639,1
250010131002010,4639,1
250010131002011,4639,1
250010131002012,4639,1
250010131002013,4639,1
250010131002014,4639,1
250010131002015,4639,1
250010131002016,4639,1
250010131002017,4639,1
250010131002018,4639,1
250010131002019,4639,1
250010131002020,4639,1
250010131002021,4639,1
250010131002022,4639,1
250010131002023,4639,1
250010131002024,4639,1
250010131002025,4639,1
250010131002026,4639,1
250010131002027,4639,1
250010131002028,4639,1
250010131002029,4639,1
250010131002030,4639,1
250010131002031,4639,1
250010131002032,4639,1
250010131002033,4639,1
250010131002034,4639,1
250010131002035,4639,1
250010131002036,4639,1
250010131002037,4639,1
250010131002038,4639,1
250010131002039,4639,1
250010131002040,4639,1
250010131002041,4639,1
250010131002042,4639,1
250010131002043,4639,1
250010131002044,4639,1
250010131002045,4639,1
250010131002046,4639,1
250010131002047,4639,1
250010131002048,4639,1
250010131002049,4639,1
250010131002050,4639,1
250010131002051,4639,1
250010131002052,4639,1
250010131002053,4639,1
250010131002054,4639,1
250010131002055,4639,1
250010131002056,4639,1
250010131002057,4639,1
250010131002058,4639,1
250010131002059,4639,1
250010131002060,4639,1
250010131002061,4639,1
250010131003000,4637,1
250010131003001,4637,1
250010131003002,4637,1
250010131003003,4637,1
250010131003004,4637,1
250010131003005,4637,1
250010131003006,4637,1
250010131003007,4637,1
250010131003008,4637,1
250010131003009,4637,1
250010131003010,4637,1
250010131003011,4637,1
250010131003012,4637,1
250010131003013,4637,1
250010131003014,4637,1
250010131003015,4637,1
250010131003016,4637,1
250010131003017,4637,1
250010131003018,4637,1
250010131003019,4637,1
250010131003020,4637,1
250010131003021,4637,1
250010131003022,4637,1
250010131003023,4637,1
250010131003024,4637,1
250010131003025,4637,1
250010131003026,4637,1
250010131003027,4637,1
250010131003028,4637,1
250010131003029,4637,1
250010131003030,4637,1
250010131003031,4637,1
250010131003032,4637,1
250010131003033,4637,1
250010131003034,4637,1
250010131003035,4637,1
250010131003036,4637,1
250010131003037,4637,1
250010131004000,4653,1
250010131004001,4653,1
250010131004002,4653,1
250010131004003,4653,1
250010131004004,4653,1
250010131004005,4653,1
250010131004006,4653,1
250010131004007,4653,1
250010131004008,4653,1
250010131004009,4653,1
250010131004010,4653,1
250010131004011,4653,1
250010131004012,4653,1
250010131004013,4653,1
250010131004014,4653,1
250010131004015,4653,1
250010131004016,4653,1
250010131004017,4653,1
250010131004018,4653,1
250010131004019,4653,1
250010131004020,4653,1
250010131004021,4653,1
250010131004022,4653,1
250010131004023,4653,1
250010131004024,4653,1
250010131004025,4653,1
250010131004026,4653,1
250010131004027,4653,1
250010131004028,4653,1
250010131004029,4653,1
250010131004030,4653,1
250010131004031,4653,1
250010131004032,4653,1
250010131004033,4653,1
250010131004034,4653,1
250010131004035,4653,1
250010131004036,4653,1
250010131004037,4653,1
250010131004038,4653,1
250010131004039,4653,1
250010131004040,4653,1
250010131004041,4653,1
250010131004042,4653,1
250010131004043,4653,1
250010131004044,4653,1
250010132001000,4696,1
250010132001001,4696,1
250010132001002,4696,1
250010132001003,4696,1
250010132001004,4696,1
250010132001005,4696,1
250010132001006,4696,1
250010132001007,4696,1
250010132001008,4696,1
250010132001009,4696,1
250010132001010,4696,1
250010132001011,4696,1
250010132001012,4696,1
250010132001013,4696,1
250010132001014,4696,1
250010132001015,4696,1
250010132001016,4696,1
250010132001017,4696,1
250010132001018,4696,1
250010132001019,4696,1
250010132001020,4696,1
250010132001021,4696,1
250010132001022,4696,1
250010132001023,4696,1
250010132001024,4696,1
250010132001026,4643,1
250010132001027,4696,1
250010132001028,4696,1
250010132001029,4643,1
250010132001030,4696,1
250010132001031,4696,1
250010132001032,4696,1
250010132001033,4696,1
250010132001034,4696,1
250010132001035,4696,1
250010132001036,4643,1
250010132001038,4696,1
250010132001039,4696,1
250010132001040,4696,1
250010132001041,4696,1
250010132001042,4696,1
250010132001043,4696,1
250010132001044,4696,1
250010132001045,4696,1
250010132001046,4696,1
250010132001047,4696,1
250010132001048,4696,1
250010132001049,4696,1
250010132001050,4696,1
250010132001051,4696,1
250010132001052,4696,1
250010132001053,4696,1
250010132001054,4696,1
250010132001055,4696,1
250010132001056,4696,1
250010132001057,4696,1
250010132001058,4696,1
250010132001059,4696,1
250010132001060,4696,1
250010132001061,4696,1
250010132001062,4696,1
250010132001063,4696,1
250010132001064,4696,1
250010132001065,4696,1
250010132001066,4696,1
250010132001067,4696,1
250010132001068,4696,1
250010132001069,4696,1
250010132001070,4696,1
250010132001071,4696,1
250010132001072,4696,1
250010132001073,4696,1
250010132001074,4696,1
250010132001075,4696,1
250010132001076,4696,1
250010132001077,4696,1
250010132002000,4644,1
250010132002001,4644,1
250010132002002,4644,1
250010132002003,4644,1
250010132002004,4644,1
250010132002005,4644,1
250010132002006,4644,1
250010132002007,4644,1
250010132002008,4644,1
250010132002009,4644,1
250010132002010,4644,1
250010132002011,4644,1
250010132002012,4644,1
250010132002013,4644,1
250010132002014,4644,1
250010132002015,4644,1
250010132002016,4644,1
250010132002017,4644,1
250010132002018,4644,1
250010132002019,4644,1
250010132002020,4644,1
250010132002021,4644,1
250010132002022,4644,1
250010132002023,4644,1
250010132002024,4644,1
250010132002025,4644,1
250010132002026,4644,1
250010132002027,4644,1
250010132002028,4644,1
250010132002029,4644,1
250010132002030,4644,1
250010132002031,4644,1
250010132002032,4644,1
250010132002033,4644,1
250010132002034,4644,1
250010132002035,4644,1
250010132002036,4644,1
250010132002037,4644,1
250010132002038,4644,1
250010132002039,4644,1
250010132002040,4644,1
250010132002041,4644,1
250010132002042,4644,1
250010132002043,4644,1
250010132002044,4644,1
250010132002045,4644,1
250010132002046,4644,1
250010132002047,4644,1
250010132002048,4644,1
250010132002049,4644,1
250010132002050,4644,1
250010132002051,4644,1
250010132002052,4644,1
250010132002053,4644,1
250010132002054,4644,1
250010132002055,4644,1
250010132002056,4644,1
250010132002057,4644,1
250010132002058,4644,1
250010132002059,4644,1
250010132002060,4644,1
250010132002061,4644,1
250010132002062,4644,1
250010132002063,4644,1
250010132002064,4644,1
250010132002065,4644,1
250010132002066,4644,1
250010132002067,4644,1
250010132002068,4644,1
250010132002069,4644,1
250010132002070,4644,1
250010132002071,4644,1
250010132002072,4644,1
250010132002073,4644,1
250010132002074,4644,1
250010132002075,4644,1
250010132002076,4644,1
250010132002077,4644,1
250010132002078,4644,1
250010132002079,4644,1
250010132002080,4644,1
250010132002081,4644,1
250010132002082,4644,1
250010132002083,4644,1
250010132002084,4644,1
250010132002085,4644,1
250010132002086,4644,1
250010132002087,4644,1
250010132002088,4644,1
250010132002089,4644,1
250010132002090,4644,1
250010132002091,4644,1
250010132002092,4644,1
250010132002093,4644,1
250010132002094,4644,1
250010132002095,4644,1
250010132002096,4644,1
250010132002097,4644,1
250010132002098,4644,1
250010132002099,4644,1
250010132002100,4644,1
250010132002101,4644,1
250010132003000,4643,1
250010132003001,4643,1
250010132003002,4643,1
250010132003003,4643,1
250010132003004,4643,1
250010132003005,4643,1
250010132003006,4643,1
250010132003007,4643,1
250010132003008,4643,1
250010132003009,4643,1
250010132003010,4643,1
250010132003011,4643,1
250010132003012,4643,1
250010132003013,4643,1
250010132003014,4643,1
250010132003015,4643,1
250010132003016,4643,1
250010132003017,4643,1
250010132003018,4643,1
250010132003019,4643,1
250010132003020,4643,1
250010132003021,4643,1
250010132003022,4643,1
250010132003023,4643,1
250010132003024,4643,1
250010132003025,4643,1
250010132003026,4643,1
250010132003027,4643,1
250010132003028,4643,1
250010132003029,4643,1
250010132003030,4643,1
250010132003031,4643,1
250010132003032,4643,1
250010132003033,4643,1
250010132003034,4643,1
250010132003035,4643,1
250010132003036,4643,1
250010132003037,4643,1
250010132003038,4643,1
250010132003039,4643,1
250010132003040,4643,1
250010132003041,4643,1
250010132003042,4643,1
250010132003043,4643,1
250010132003044,4643,1
250010132003045,4643,1
250010132003046,4643,1
250010132003047,4643,1
250010132003048,4643,1
250010132003049,4643,1
250010132003050,4643,1
250010132003051,4643,1
250010132003052,4643,1
250010132003053,4643,1
250010132003054,4643,1
250010132003055,4643,1
250010132003056,4643,1
250010132003057,4643,1
250010132003058,4643,1
250010132003059,4643,1
250010132003060,4643,1
250010132003061,4643,1
250010132003062,4643,1
250010132003063,4643,1
250010132003064,4643,1
250010132003065,4643,1
250010132003066,4643,1
250010132003067,4643,1
250010132003068,4643,1
250010132003069,4643,1
250010132003070,4643,1
250010153001000,4605,1
250010153001001,4605,1
250010153001002,4605,1
250010153001003,4605,1
250010153001004,4605,1
250010153001005,4605,1
250010153001006,4605,1
250010153001007,4605,1
250010153001008,4605,1
250010153001009,4605,1
250010153001010,4605,1
250010153001011,4605,1
250010153001012,4605,1
250010153001013,4605,1
250010153001014,4605,1
250010153001015,4605,1
250010153001016,4605,1
250010153001017,4605,1
250010153001018,4605,1
250010153001019,4605,1
250010153001020,4605,1
250010153001021,4605,1
250010153001022,4605,1
250010153001023,4605,1
250010153001024,4605,1
250010153001025,4605,1
250010153001026,4605,1
250010153001027,4605,1
250010153001028,4605,1
250010153001029,4605,1
250010153001030,4605,1
250010153001031,4605,1
250010153001032,4605,1
250010153001033,4605,1
250010153001034,4605,1
250010153001035,4605,1
250010153001036,4605,1
250010153001037,4605,1
250010153001038,4605,1
250010153001039,4605,1
250010153001040,4605,1
250010153001041,4605,1
250010153001042,4605,1
250010153001043,4605,1
250010153001044,4605,1
250010153001045,4605,1
250010153001046,4605,1
250010153001047,4605,1
250010153001048,4605,1
250010153001049,4605,1
250010153001050,4605,1
250010153001051,4605,1
250010153001052,4605,1
250010153001053,4605,1
250010153001054,4605,1
250010153001055,4605,1
250010153001056,4605,1
250010153001057,4605,1
250010153001058,4605,1
250010153001059,4605,1
250010153001060,4605,1
250010153001061,4605,1
250010153001062,4605,1
250010153001063,4605,1
250010153001064,4605,1
250010153001065,4605,1
250010153001066,4605,1
250010153001067,4605,1
250010153001068,4605,1
250010153001069,4605,1
250010153001070,4605,1
250010153001071,4605,1
250010153001072,4605,1
250010153001073,4605,1
250010153001074,4605,1
250010153001075,4605,1
250010153001076,4605,1
250010153001077,4605,1
250010153001078,4605,1
250010153001079,4605,1
250010153001080,4605,1
250010153001081,4605,1
250010153001082,4605,1
250010153001083,4605,1
250010153001084,4605,1
250010153001085,4605,1
250010153001086,4605,1
250010153001087,4605,1
250010153001088,4605,1
250010153001089,4605,1
250010153001090,4605,1
250010153001091,4605,1
250010153001092,4605,1
250010153001093,4605,1
250010153001094,4605,1
250010153001095,4605,1
250010153001096,4605,1
250010153001097,4605,1
250010153001098,4605,1
250010153001099,4605,1
250010153001100,4605,1
250010153001101,4605,1
250010153001102,4605,1
250010153001103,4605,1
250010153001104,4605,1
250010153001105,4605,1
250010153001106,4605,1
250010153001107,4605,1
250010153001108,4605,1
250010153001109,4605,1
250010153001110,4605,1
250010153001111,4605,1
250010153001112,4605,1
250010153001113,4605,1
250010153001114,4605,1
250010153001115,4605,1
250010153001116,4605,1
250010153001117,4605,1
250010153001118,4605,1
250010153001119,4605,1
250010153001120,4605,1
250010153001121,4605,1
250010153001122,4605,1
250010153001123,4605,1
250010153001124,4605,1
250010153001125,4605,1
250010153001126,4605,1
250010153001127,4605,1
250010153001128,4605,1
250010153001129,4605,1
250010153001130,4605,1
250010153001131,4605,1
250010153001132,4605,1
250010153001133,4605,1
250010153001134,4605,1
250010153001135,4605,1
250010153001136,4605,1
250010153001137,4605,1
250010153001138,4605,1
250010153001139,4605,1
250010153001140,4605,1
250010153001141,4605,1
250010153001142,4605,1
250010153001143,4605,1
250010153001144,4605,1
250010153001145,4605,1
250010153001146,4605,1
250010153001147,4605,1
250010153001148,4605,1
250010153001149,4605,1
250010153001150,4605,1
250010153001151,4605,1
250010153001152,4605,1
250010153001153,4605,1
250010153001154,4605,1
250010153001155,4605,1
250010153001156,4605,1
250010153001157,4605,1
250010153001158,4605,1
250010153001159,4605,1
250010153001160,4605,1
250010153001161,4605,1
250010153001162,4605,1
250010153001163,4605,1
250010153001164,4605,1
250010153001165,4605,1
250010153001166,4605,1
250010153001167,4605,1
250010153001168,4605,1
250010153001169,4605,1
250010153001170,4605,1
250010153001171,4605,1
250010153001172,4605,1
250010153001173,4605,1
250010153001174,4605,1
250010153002000,4702,1
250010153002001,4702,1
250010153002002,4702,1
250010153002003,4702,1
250010153002004,4702,1
250010153002005,4702,1
250010153002006,4702,1
250010153002007,4702,1
250010153002008,4702,1
250010153002009,4702,1
250010153002010,4702,1
250010153002011,4702,1
250010153002012,4702,1
250010153002013,4702,1
250010153002014,4702,1
250010153002015,4702,1
250010153002016,4702,1
250010153002017,4702,1
250010153002018,4702,1
250010153002019,4702,1
250010153002020,4702,1
250010153002021,4702,1
250010153002022,4702,1
250010153002023,4702,1
250010153002024,4702,1
250010153002025,4702,1
250010153002026,4702,1
250010153002027,4702,1
250010153002028,4702,1
250010153002029,4702,1
250010153002030,4702,1
250010153002031,4702,1
250010153002032,4702,1
250010153002033,4702,1
250010153002034,4702,1
250010153002035,4702,1
250010153002036,4702,1
250010153002037,4702,1
250010153002038,4702,1
250010153002039,4702,1
250010153002040,4702,1
250010153002041,4702,1
250010153002042,4702,1
250010153002043,4702,1
250010153002044,4702,1
250010153002045,4702,1
250010153002046,4702,1
250010153002047,4702,1
250010153002048,4702,1
250010153002049,4702,1
250010153002050,4702,1
250010153002051,4702,1
250010153002052,4702,1
250010153002053,4702,1
250010153002054,4702,1
250010153002055,4702,1
250010153002056,4702,1
250010153002057,4702,1
250010153002058,4702,1
250010153002059,4702,1
250010153002060,4702,1
250010153002061,4702,1
250010153002062,4702,1
250010153002063,4702,1
250010153002064,4702,1
250010153002065,4702,1
250010153002066,4702,1
250010153002067,4702,1
250010153002068,4702,1
250010153002069,4702,1
250010153002070,4702,1
250010153002071,4702,1
250010153002072,4702,1
250010153002073,4702,1
250010153002074,4702,1
250010153002075,4702,1
250010153002076,4702,1
250010153002077,4702,1
250010153002078,4702,1
250010153002079,4702,1
250010153003000,4712,1
250010153003001,4712,1
250010153003002,4712,1
250010153003003,4712,1
250010153003004,4712,1
250010153003005,4712,1
250010153003006,4712,1
250010153003007,4712,1
250010153003008,4712,1
250010153003009,4712,1
250010153003010,4712,1
250010153003011,4712,1
250010153003012,4712,1
250010153003013,4712,1
250010153003014,4712,1
250010153003015,4712,1
250010153003016,4712,1
250010153003017,4712,1
250010153003018,4712,1
250010153003019,4712,1
250010153003020,4712,1
250010153003021,4712,1
250010153003022,4712,1
250010153003023,4712,1
250010153003024,4712,1
250010153003025,4712,1
250010153003026,4712,1
250010153003027,4712,1
250010153003028,4712,1
250010153003029,4712,1
250010153003030,4712,1
250010153003031,4712,1
250010153003032,4712,1
250010153003033,4712,1
250010153003034,4712,1
250010153003035,4712,1
250010153003036,4712,1
250010153003037,4712,1
250010153003038,4712,1
250010153003039,4712,1
250010153003040,4712,1
250010153003041,4712,1
250010153003042,4712,1
250010153003043,4712,1
250010153003044,4712,1
250010153003045,4712,1
250010153003046,4712,1
250010153003047,4712,1
250010153003048,4712,1
250010153003049,4712,1
250010153003050,4712,1
250010153003051,4712,1
250010153003052,4712,1
