ID,n,TAZ_pop_dec
247,5,993.0543075855769
248,6,1459.1857323805034
249,2,2014.0588843369517
250,4,1355.36663624074
251,3,975.477799030413
252,4,772.0264960728194
253,7,1564.057618424036
254,4,708.7342642969602
255,2,652.191859212112
256,4,1260.4712368993366
257,5,1362.3446717073177
258,3,1560.3050429274208
259,3,1886.5854189458507
260,3,1217.161475035625
261,3,958.9103622946324
262,6,1589.698262499038
263,3,999.9552710412042
264,4,522.9945164391314
265,7,1477.8294790461555
266,3,1812.7082572884556
267,2,948.7692757837516
268,4,1753.9539345499186
269,4,1400.796718029225
270,4,1710.311973434822
271,3,2030.3795005984712
272,4,970.7752986543662
273,4,2616.790900019718
274,3,821.4532047435463
275,2,1611.4697204315628
276,3,1561.583371612722
277,6,3699.2197130599866
278,5,2242.966070688734
279,5,1114.3449013192621
280,3,1729.0006550295818
281,3,846.2581078451525
282,4,666.5293980430177
283,5,313.1432756083918
284,4,378.035271714765
285,2,344.20294206463643
286,3,950.87603651062
287,1,483.978845803796
288,3,965.274839630844
289,3,1652.373200250404
290,2,637.473586842693
291,4,3075.408047305482
292,4,1904.3069180322884
293,6,1509.6437622701737
294,4,3654.80258641421
295,5,1330.4120425503954
296,5,1804.8690693466242
297,7,1230.6295109386767
298,4,711.3201451819438
299,3,2374.938845243654
300,6,829.8767953804885
301,4,1945.340976189839
302,7,1717.3528924008365
303,4,2561.1690112659508
304,6,2558.6536424435744
305,4,2438.9786351695516
306,6,2199.861143883852
307,5,1795.557586634528
308,5,2242.984628033881
309,4,2351.6540814682526
310,6,760.0721477639617
311,6,1660.9679110468828
312,4,1530.212738515099
313,6,3030.2998687025197
314,5,2005.953364916431
315,3,698.8523404554003
316,3,916.298629498312
317,5,2596.4263686421036
318,2,551.4658252064098
319,4,1912.8346903720094
320,3,1017.4508815040683
321,3,1859.096933897582
322,6,1692.1336555446749
323,5,3252.9096496070324
324,4,1095.517008588912
325,4,2137.56421610186
326,4,1961.7505017423325
327,3,1240.934874075569
328,6,2920.3827926336326
329,6,2752.569699774439
330,5,3691.6847533115324
331,4,1539.3971189949411
332,5,2658.3557628353224
333,4,3119.3696742579723
334,5,2284.1557681080167
335,5,2200.2946467293837
336,5,2465.1486909237665
337,7,1986.0263722707393
338,6,3655.3301015568168
339,7,2462.3071199830692
340,5,3498.6046015360016
341,5,2802.090872525459
342,4,3095.3924731117518
343,3,2796.2713256652296
344,5,2700.4101328199417
345,3,1953.8948538943187
346,9,115.80855558996491
347,2,1403.0061236403983
348,8,2214.177822841456
349,6,110.965043668234
350,4,2683.865467115846
351,5,1267.9351947009372
352,4,982.7825536792195
353,3,1766.6724148981666
354,4,2695.9002941420417
355,3,481.30827532271417
356,1,659.2948937008649
357,1,1330.7774041414318
358,2,1132.215645577088
359,4,529.031170101211
360,3,1333.6384716936884
361,3,2886.1041007701415
362,4,2778.7777238907797
363,5,915.2058256893262
364,6,3239.709062513182
365,6,2897.153690171986
366,7,3820.288303534763
367,4,2881.560915949128
368,5,2294.1568252468087
369,5,3593.0729840746744
370,6,4934.674649208758
371,5,4367.673183851199
372,6,3608.476055550997
373,6,3296.4268415466763
374,4,1746.8151998809662
375,3,1835.5209944601454
376,2,558.2735732960999
377,2,1553.132128368246
378,3,2505.219864184015
379,4,2241.723125560486
380,6,3210.700750711652
381,3,2141.0330010653333
382,3,1611.4891938909273
383,4,1482.2425376081005
384,4,1592.322003233831
385,3,2588.220125297592
386,4,2202.9286115076707
387,3,1934.805789546675
388,4,2939.178954651179
389,3,3888.3776870537795
390,3,2257.5840945920186
391,3,2225.7009749614717
392,4,1606.721024106778
393,4,1549.7175171128129
394,3,3886.8941698020503
395,5,2734.5859459052576
396,2,0.07690873514032806
397,3,0
398,1,0
399,3,347.7069261470745
400,5,3031.0415343092245
401,4,1515.7171616721835
402,3,2462.9542554863074
403,5,2209.565791789974
404,5,3429.360392650846
405,6,2278.3599370260094
406,4,3107.1361691619422
407,4,1135.7490562689707
408,3,2474.992059063183
409,4,2239.028603942981
410,3,2526.1174124925355
411,5,3105.9484358250766
412,3,1484.9981519450946
413,7,3907.9622234609287
414,4,2462.956808198424
415,4,2331.230465111409
416,5,2828.421149068688
417,4,2470.0435504482343
418,5,3878.223163535663
419,3,2072.5388514173
420,5,1987.8644292203417
421,7,2981.5697948759803
422,4,3381.6529652626523
423,6,2514.104560669224
424,5,2796.0701398675997
425,7,2079.5388997704154
426,6,3573.893019621526
427,4,3706.5156321474983
428,7,2917.881182416
429,3,1369.1424546705643
430,4,2463.8082334381997
431,6,3543.479968017106
432,5,3477.703659117452
433,5,2262.5314015541226
434,5,4015.6972149723424
435,5,2298.6646907970357
436,4,1502.6736427065475
437,2,776.6609143662733
438,2,1848.190555455681
439,4,2334.105827571728
440,5,2125.260490070964
441,5,2268.909413080492
442,4,1073.3416659594984
443,3,2186.886782719141
444,8,2207.7988121646817
445,4,466.13712194857783
446,5,1018.5322856079978
447,6,3404.730950582262
448,4,3041.770480178156
449,3,1225.026774760745
450,6,4379.4590614016315
451,5,2819.271866673166
452,2,2399.616774687618
453,2,1638.3666352579494
454,4,3821.7726113154076
455,4,2433.4225448086263
456,6,985.8092044888094
457,3,2038.5980600648331
458,2,1494.343978117958
459,4,1739.5371939560762
460,3,1804.8585368432189
461,4,2711.3121152340927
462,3,1977.89706521441
463,2,504.51833798067264
464,2,791.0798934736147
465,3,864.2965983152212
466,2,539.0908825330616
467,5,2924.1119865217674
468,4,1387.6425083119404
469,3,921.688771935924
470,2,700.6086989036432
471,4,2674.212767627239
472,4,2291.7062455949676
473,4,849.4238160544019
474,3,2362.4576856961207
475,5,3116.5602217336827
476,3,2308.838958754625
477,7,3324.860030554135
478,5,4358.917612609386
479,3,2152.7139110967746
480,5,1764.9046426915654
481,5,987.2134105305245
482,4,3401.948488506161
483,2,3072.311682044173
484,3,1093.0150916073007
485,4,2239.5029647938486
486,4,1087.3827569001355
487,4,2285.288235460099
488,4,2958.3448816254763
489,4,2331.268761594925
490,5,4024.57221904153
491,6,5068.226549949237
492,2,2125.7200752131566
493,2,3082.2488078384895
494,2,2383.9009871505787
495,5,4245.129233002426
496,4,3051.415259058026
497,5,1892.842667323678
498,3,2519.4953970860793
499,5,2301.7727822637626
500,3,1867.6204087149908
501,7,1904.5731055132483
502,4,2018.5194952288257
503,5,1145.1681901594998
504,5,490.47894020121316
505,6,2892.5110158919006
506,4,4272.735487469751
507,4,2519.765142913952
508,5,4365.748591279493
509,3,2805.2142001300535
510,4,2086.1270879913695
511,3,3234.046568114044
512,4,2609.6204272299265
513,5,3080.352627334997
514,6,2141.6775661340544
515,4,4813.184987421133
516,6,3733.905723608468
517,4,779.9638992669638
518,4,2745.6534782235103
519,5,3376.553465900619
520,4,1363.2418704796494
521,4,2884.2481190352087
522,3,1709.8578084851063
523,5,1909.1578677482423
524,4,3300.750202921279
525,6,4176.321171328293
526,3,3100.291126931335
527,2,962.1100864998563
528,3,1442.7343713652735
529,4,3505.913435989364
530,4,2042.0828997889298
531,2,1402.455134249434
532,5,1221.231032439939
533,6,4839.508177517195
534,5,1869.1464587337164
535,3,2394.0055954004297
536,5,4706.259575295923
537,5,1296.5686499495587
538,4,2111.4335387093392
539,3,905.2881627193237
540,2,470.3926323387655
541,1,346.6453095643426
542,4,2236.56223086456
543,4,3119.3621109147875
544,3,1830.4104412348845
545,3,2051.953130019661
546,5,1312.3034023495466
547,3,2021.5161246900002
548,3,2208.00911266982
549,7,3531.425101879131
550,5,2087.4692327974976
551,4,1352.106771617746
552,5,2061.179345802303
553,3,3564.818291513563
554,4,1960.7499930013284
555,6,1677.4651121952052
556,3,2442.843078570071
557,5,1562.3482270202576
558,3,1602.2484716288313
559,2,1418.9451123361305
560,3,1347.6717195912208
561,5,1495.3519303312569
562,3,1422.1093086116311
563,2,510.18947129062434
564,1,707.0287679858159
565,2,2063.316366672348
566,4,2032.3875247837243
567,6,2832.3163595755377
568,3,2588.929869449828
569,4,2462.3182682725546
570,4,3354.0464831096842
571,5,4073.6888148410576
572,5,1539.2918972514271
573,5,1844.9876120785202
574,5,2356.966917666613
575,7,2385.4684796193715
576,4,2870.0104549252383
577,4,2375.6023064180486
578,4,1659.1334695809337
579,3,864.8089195352343
580,3,505.324297357476
581,4,315.88934930721456
582,4,471.9838512875678
583,3,347.8075096027993
584,3,2869.2691631291796
585,4,2159.9246669656163
586,4,1807.6064945481428
587,4,1898.0146855231324
588,4,1613.7662311660672
589,4,2215.0090164532353
590,4,1724.6869117225579
591,6,1413.8166251581863
592,1,117.9248335043247
593,1,176.96897106022018
594,3,983.7098181166211
595,2,327.5176740195507
596,3,1163.7192699521358
597,5,2088.974100119841
598,5,2110.7050950039884
599,5,2165.115128951874
600,7,3347.9952738758575
601,5,2251.6430053386316
602,5,2117.9448648058324
603,3,1295.0114720388967
604,3,334.8238347859338
605,4,2090.716460318918
606,4,2268.912878596
607,5,2639.8257366184275
608,4,948.024296217899
609,2,872.4789206032723
610,3,1858.5918965841795
611,4,2124.6510214574587
612,4,1799.9821610773452
613,6,3424.1696869441043
614,5,3202.5917080428953
615,4,3861.842350059542
616,4,1852.8821385126096
617,5,1611.6302882189964
618,4,2026.0486074455534
619,5,1747.4982699407346
620,5,2547.9902226058302
621,5,3082.322602802045
622,5,1601.687578728471
623,5,1999.80315904384
624,5,2862.6438596401063
625,6,4175.452973166454
626,3,528.255137217993
627,2,227.11360794603814
628,6,685.8386979478993
629,4,1139.6053506358335
630,3,490.7960709633593
631,2,570.3699124451775
632,3,1192.121901307089
633,3,726.8332472053388
634,1,380.46413841776973
635,1,501.98069566727315
636,2,725.80810577583145
637,2,706.016988188592
638,3,884.1355969076038
639,2,287.65720188467327
640,3,438.5053365591679
641,2,567.366384762375
642,2,698.0245812688071
643,4,1621.1430304505338
644,2,2263.7446352890042
645,3,481.18542342761896
646,6,1690.8745786096079
647,3,1461.8661931067395
648,3,1194.618578190198
649,4,1023.063829088119
650,4,1247.660348757841
651,5,2487.9728241336993
652,4,576.4587244149084
653,4,2154.4881838206497
654,3,469.78026616539336
655,3,949.816492791537
656,2,598.6776696944428
657,2,439.0267999784147
658,3,724.7347963069282
659,3,1390.1173331197283
660,4,1878.6729889436306
661,5,843.0811666914628
662,4,1779.2441677861245
663,3,1522.420345448853
664,2,604.8961871185963
665,2,683.0331871937196
666,4,1831.7874779751164
667,3,1495.6656820243463
668,4,2088.1752074105793
669,4,1582.7427240303232
670,2,1735.205162138018
671,2,1037.2814781039074
672,2,1330.2460567316896
673,3,619.9843338749344
674,3,1774.2034331233963
675,3,1923.9534398023466
676,3,1216.0466681020878
677,4,1130.5051426780346
678,4,2072.8222598942093
679,2,798.7310921747121
680,2,971.528803253467
681,3,1048.8430757719755
682,1,1407.6228654701558
683,3,2420.704677695649
684,4,1950.1013844974545
685,3,354.91885085260554
686,2,212.4991777017295
687,1,276.3223946346079
688,3,91.39284485843153
689,3,186.51811076930608
690,2,710.926601570455
691,4,1229.5001661842073
692,3,93.63103736054481
693,4,279.8977659474741
694,3,2095.257065057539
695,2,356.8634044743414
696,3,936.984510228731
697,2,921.9500219494915
698,3,1319.9036340131981
699,3,992.0783123058123
700,2,869.439123404441
701,4,812.4442841999368
702,4,1346.1682812001497
703,5,1871.9147115281278
704,4,1192.1329227445192
705,4,1315.209516086647
706,4,2386.668048565287
707,4,1838.0209930474819
708,5,1007.940019121012
709,2,701.6140728106931
710,3,1067.360660505333
711,3,132.8633633770294
712,4,1158.0536301015559
713,5,1082.4460977784329
714,3,306.74690475916043
715,4,1603.623145590849
716,3,284.9054120496872
717,5,1567.197656535099
718,5,1757.26912115739
719,8,2680.087020388762
720,3,3091.061177981348
721,5,1899.4736944017334
722,1,1266.476905053526
723,3,230.58934827855575
724,1,154.8559139296903
725,2,967.3335719663623
726,5,1225.482434532151
727,6,1978.0176302254467
728,3,1059.2096180880724
729,5,3261.1871560689247
730,3,4389.682129693439
731,4,3069.0752476221123
732,5,2521.2008437883783
733,5,3580.2751722220246
734,4,2032.8832245496842
735,5,2728.3101537528787
736,3,2594.1524819650217
737,5,2905.380096884566
738,5,2003.3845361687177
739,6,1462.8540439233652
740,5,1058.8982446843274
741,4,4002.7588465894432
742,4,2364.8137801384237
743,4,981.6686378093547
744,3,2126.759151037291
745,7,2151.461879259569
746,3,1171.002181646848
747,4,1968.135159523209
748,5,1648.9381328774007
749,4,3306.080995698443
750,5,1439.3918395574574
751,5,2774.6508491950603
752,2,1081.9404873028693
753,5,604.3793109199277
754,5,2024.306488191429
755,6,3837.888954580065
756,4,3334.6569568095256
757,2,1913.8421374841607
758,6,3015.938044483991
759,4,2946.2045718821996
760,3,1295.747186004624
761,2,2048.8477840486717
762,2,1159.7752295557927
763,5,2692.8062374364686
764,3,2366.6099033330233
765,3,1866.1080746379728
766,6,3401.4968175986783
767,5,2239.773774927292
768,3,618.4614389948025
769,5,1415.4088423279766
770,6,3305.7851580251227
771,4,2467.014273113641
772,4,1706.9611707023732
773,3,3208.231102026599
774,4,2345.2282178774
775,5,1880.9109480367422
776,3,2048.4908596344903
777,6,3528.2063473385715
778,4,3004.5914927665067
779,5,3220.9366105044946
780,5,3337.9625409136715
781,3,3157.868675290493
782,4,2185.948644411329
783,4,1858.145120587319
784,3,2912.8264814864838
785,7,3788.2826370126563
786,5,3040.3068260370187
787,5,3704.240475376944
788,6,2783.287996061314
789,3,1483.200570991696
790,4,3700.3252852995047
791,3,2039.7207567889564
792,6,4393.486093469249
793,5,2990.901502956367
794,5,4106.310064555308
795,4,2064.5559368269287
796,4,4301.9017734345325
797,3,816.602475095515
798,4,2098.7572604098395
799,4,2645.214260776708
800,2,1249.3099144640998
801,3,1938.3696270010353
802,4,578.8540291617646
803,4,2095.287569874725
804,3,1070.4213660274656
805,3,2023.1722464555257
806,3,588.179179829257
807,5,2453.2764195663835
808,4,638.3946201494542
809,4,314.96424313141017
810,3,1186.9541900470451
811,3,218.69191378244128
812,2,812.0687801959867
813,4,2478.332367300203
814,6,1111.0925897632176
815,5,4483.7275837892375
816,5,2916.0396574531546
817,7,5014.241605360704
818,4,2963.270744909002
819,6,1853.2374291775973
820,3,2199.2374225774497
821,3,1207.4234670777691
822,4,2335.880142125563
823,5,2489.192066435258
824,4,1745.809569779622
825,3,2607.1671990797
826,6,2081.6120185962973
827,5,1974.946241683382
828,2,603.463492214773
829,4,2247.969153102366
830,5,2065.2181535071586
831,3,897.2607427698463
832,3,1497.6566507178761
833,4,2029.4628573871105
834,4,1339.1312058480173
835,4,3312.2604564903254
836,3,690.6996092409108
837,3,393.6416170733715
838,1,879.8899450913763
839,2,921.4059106009889
840,4,3937.547106700163
841,4,2215.9271754319807
842,5,4250.331920243285
843,6,2352.1028405404168
844,4,2006.650270817048
845,4,891.5392165436247
846,3,1065.4375862770753
847,3,785.1567939754001
848,5,2496.4256862718844
849,4,1519.3400240119665
850,6,3359.3511611269037
851,4,1108.7396771299025
852,5,3410.430366886778
853,5,3479.8188526250638
854,3,1049.7003617633516
855,5,4022.539763015524
856,5,2454.2659279704208
857,4,3641.5923211702197
858,5,2923.7359087223476
859,6,1872.7490373081475
860,5,3529.5349816165076
861,5,1570.15041608319
862,3,1874.1555549839682
863,2,260.26955210764197
864,4,313.54804855272965
865,2,132.40942513669773
866,1,123.20587724027709
867,2,140.22658119369135
868,1,256.1823839889377
869,3,324.7228111861689
870,3,1060.4738457393773
871,3,2397.9438608449777
872,3,2791.0635545261935
873,3,1041.848434287691
874,4,3182.1559486230176
875,2,102.49431020784925
876,3,194.88848531792112
877,5,2446.2375353085713
878,3,1779.905634984971
879,5,1988.2121992752582
880,4,731.5719738429668
881,5,1847.8563883650047
882,5,2472.2779103036687
883,4,2299.4762996245972
884,5,3624.321896544103
885,4,432.7571918925493
886,4,1834.4486649111416
887,3,3447.7983959122985
888,3,2206.031081308508
889,5,2659.349072412184
890,4,2377.723698064754
891,5,3012.7187254476526
892,4,2951.6246365547977
893,7,3871.3308757496116
894,2,1597.5894445145195
895,5,2651.034922576127
896,4,643.254203174449
897,4,824.2433211951595
898,4,3975.0539502127194
899,3,2170.463169249638
900,4,1305.0432340281702
901,3,575.9818520406033
902,4,2346.3992400470142
903,4,3166.2533146192345
904,4,3930.291285645638
905,5,3408.8908756042542
906,4,1956.5410848286638
907,5,2879.284319711085
908,6,3111.572122594428
909,5,1642.6527132997458
910,4,1577.3217103558984
911,5,3067.8590782924266
912,3,740.506617618401
913,7,2649.0221947008035
914,5,1428.0988107171854
915,3,679.5447113940604
916,6,2364.630633907713
917,4,2207.2316758774746
918,6,2335.6681557603124
919,6,2786.99599465404
920,4,2435.499739334925
921,2,259.9622770380674
922,5,2956.538355981428
923,5,783.59199387297
924,4,676.0306432660303
925,6,1243.6221754684595
926,5,541.2101759907421
927,5,3193.5455078172736
928,4,1448.9041104923108
929,5,2560.5897074787704
930,4,3957.46348036724
931,3,1430.3572340271148
932,4,1731.6541442239322
933,3,929.4788874157277
934,4,1213.4417491778888
935,3,2070.3356833550465
936,2,2411.795322860804
937,4,3167.5091337373883
938,4,3058.902347785451
939,6,1930.4401830410402
940,7,2228.3005435210775
941,1,1174.1145537485856
942,1,1360.6588826835857
943,3,2303.381722152774
944,4,2355.3426860169634
945,3,2074.9662552460463
946,5,2006.1673925101493
947,6,3507.617781192021
948,4,1455.0948738498018
949,3,1447.9411006450314
950,2,1879.2390724963152
951,4,488.6433734528911
952,5,2491.9722143802096
953,3,2806.1555482699205
954,5,1454.653728451003
955,3,1002.2906950616006
956,3,477.2124002083918
957,2,322.2660558985334
958,3,494.0536725060889
959,3,698.0670213773109
960,4,2423.3378057962927
961,5,3070.3161749691367
962,3,1744.915029020594
963,2,328.9348145134193
964,6,3743.096195239043
965,4,2227.9244229100404
966,3,1760.1072750280973
967,3,1438.7497818019624
968,3,868.982985229774
969,2,2108.282425316879
970,4,2237.5484597206946
971,6,1687.6511305615902
972,4,892.6780628197264
973,3,672.4189904826893
974,5,1575.042067925642
975,2,481.4662007278164
976,4,826.7992224001254
977,2,704.6032280761106
978,2,682.9098748324074
979,2,992.9877857504832
980,5,1945.097272523636
981,6,3727.59204711746
982,3,1487.5094946500867
983,2,2772.207383740753
984,1,1173.4312311827482
985,3,1620.7518686270043
986,3,2022.1157626971844
987,3,795.9742440535264
988,2,695.6875631225088
989,3,1492.2459597643685
990,4,2292.295115514447
991,5,2238.4953582212715
992,3,2312.696918128453
993,5,2432.986919979908
994,3,1974.107872021195
995,4,1450.0976421150679
996,4,1727.0977865090388
997,3,2036.9870523725717
998,4,2986.218876164917
999,5,1093.691230328742
1000,4,1019.9956035057244
1001,4,1991.9169940611948
1002,5,1721.799873722869
1003,6,1907.0306535018788
1004,3,1445.92172006997
1005,4,1374.6188177975105
1006,5,2756.671949861023
1007,3,1895.4371307847782
1008,4,857.7000188189031
1009,3,1735.105389664574
1010,3,1835.4993685266313
1011,3,1880.7878282332663
1012,5,2038.1535093769505
1013,3,2025.4041328913079
1014,4,1325.493965883226
1015,4,2831.99516665388
1016,3,365.5224107574801
1017,2,307.3373204767205
1018,4,1645.388510079717
1019,3,1415.1277497879146
1020,4,2275.176205179108
1021,4,2040.5649899126076
1022,4,2362.508243731737
1023,5,1770.998774430105
1024,3,2375.232699680061
1025,4,2286.545024450411
1026,2,1342.0994603560857
1027,5,1708.79657884564
1028,5,2261.1603925503696
1029,3,1313.3479091588476
1030,5,1770.3910310890947
1031,3,1467.445301138683
1032,4,1291.0036440887884
1033,3,1995.3442113457925
1034,4,2575.203640213642
1035,3,460.23539898519493
1036,2,2426.7400392244303
1037,2,2239.7004049950237
1038,3,2674.401792409464
1039,2,1149.4747053632177
1040,3,711.9293162621117
1041,5,693.1946678302039
1042,5,2759.4344977947585
1043,5,1226.6496235532854
1044,3,573.796413179709
1045,6,2372.857141458772
1046,2,828.0964399833388
1047,5,2486.365401688719
1048,4,2040.1025389658548
1049,2,812.6704453954949
1050,2,619.5284651472756
1051,7,2530.0408960096156
1052,5,2667.615853646034
1053,6,1861.375649576279
1054,2,1184.0329409322785
1055,4,1424.5244923660005
1056,4,793.7710007376652
1057,3,165.58237851190069
1058,2,75.64558665090269
1059,5,1990.631856854629
1060,6,3196.2092122257645
1061,3,1041.6578201467685
1062,2,326.16266401378
1063,1,1277.5139063206002
1064,1,322.0994954393445
1065,3,1252.8734078669395
1066,3,1873.576559343875
1067,4,3177.9249782157817
1068,7,2731.490580541086
1069,4,1373.2593789189636
1070,6,3959.5609967173214
1071,6,3994.555691437937
1072,5,1941.7086171743435
1073,3,3005.1527453810986
1074,3,884.267565683316
1075,4,2733.702074650907
1076,4,996.0110604152709
1077,4,2469.0841325450824
1078,4,3366.943543584686
1079,3,1800.4207721817502
1080,5,2142.1335987033453
1081,4,2666.615151807923
1082,8,3188.30712785781
1083,4,2073.42185612824
1084,3,1227.6950477753385
1085,4,1749.7338025506917
1086,2,1082.3543782451707
1087,5,1741.788516935552
1088,4,4121.229393153436
1089,4,724.0141650965267
1090,1,1322.4417968526975
1091,5,2644.9136799966886
1092,4,2785.1981314638424
1093,4,2374.1353043236054
1094,3,2150.818103910748
1095,4,848.9305217454429
1096,4,691.8686421441231
1097,4,2468.6425153295368
1098,2,1247.9453266919065
1099,4,2075.2723577340594
1100,2,2465.885709192151
1101,4,2789.1860736820654
1102,4,1198.1282780893225
1103,3,2304.1680561034896
1104,2,1579.211260705928
1105,4,2798.936022938192
1106,3,2171.830386930214
1107,4,2813.9147575225998
1108,5,1122.209607933299
1109,3,3011.264189540847
1110,4,2812.130533164531
1111,3,1348.0976909159665
1112,3,435.76305719723047
1113,3,1506.1321748427574
1114,3,937.9017988214204
1115,3,174.44781815375885
